Time,Brazaville,
291,7996,2158
292,8045,2185
293,8085,2212
294,8120,2239
295,8169,2266
296,8208,2293
297,8249,2305
298,8289,2318
299,8295,2331
300,8295,2343
301,8295,2356
302,8295,2369
303,8295,2382
304,8295,2386
305,8295,2391
306,8295,2395
307,8295,2400
308,8295,2404
309,8295,2409
310,8295,2413
311,8295,2418
312,8295,2422
313,8295,2427
314,8295,2431
315,8295,2436
316,8295,2441
317,8295,2446
318,8295,2451
319,8295,2456
320,8295,2462
321,8295,2467
322,8295,2472
323,8295,2477
324,8295,2483
325,8295,2488
326,8295,2493
327,8295,2498
328,8295,2503
329,8295,2509
330,8295,2514
331,8295,2519
332,8295,2524
333,8295,2530
334,8295,2530
335,8295,2530
336,8295,2531
337,8295,2531
338,8295,2532
339,8295,2532
340,8295,2532
341,8295,2533
342,8295,2533
343,8295,2534
344,8295,2534
345,8295,2535
346,8295,2535
347,8295,2535
348,8295,2536
349,8295,2536
350,8295,2537
351,8295,2537
352,8295,2537
353,8295,2538
354,8295,2538
355,8295,2539
356,8295,2539
357,8295,2540
358,8295,2540
359,8295,2540
360,8295,2541
361,8295,2541
362,8295,2542
363,8295,2542
364,8295,2543
365,8295,2543
366,8295,2544
367,8295,2545
368,8295,2545
369,8295,2546
370,8295,2547
371,8295,2548
372,8295,2548
373,8295,2549
374,8295,2550
375,8295,2551
376,8295,2551
377,8295,2552
378,8295,2553
379,8295,2554
380,8295,2554
381,8295,2555
382,8295,2556
383,8295,2557
384,8295,2557
385,8295,2558
386,8295,2559
387,8295,2560
388,8295,2560
389,8295,2561
390,8295,2562
391,8295,2563
392,8295,2563
393,8295,2564
394,8295,2565
395,8295,2566
396,8295,2571
397,8295,2577
398,8295,2583
399,8295,2589
400,8295,2595
401,8295,2601
402,8295,2607
403,8295,2613
404,8295,2619
405,8295,2625
406,8295,2631
407,8295,2637
408,8295,2643
409,8295,2649
410,8295,2655
411,8295,2661
412,8295,2667
413,8295,2673
414,8295,2679
415,8295,2685
416,8295,2691
417,8295,2697
418,8295,2703
419,8295,2709
420,8295,2715
421,8295,2721
422,8295,2727
423,8295,2733
424,8295,2739
425,8295,2745
426,8295,2751
427,8295,2771
428,8295,2792
429,8295,2813
430,8295,2834
431,8295,2855
432,8295,2875
433,8295,2896
434,8295,2917
435,8295,2938
436,8295,2959
437,8295,2980
438,8295,3000
439,8295,3021
440,8295,3042
441,8295,3063
442,8295,3084
443,8295,3104
444,8295,3125
445,8295,3146
446,8295,3167
447,8295,3188
448,8295,3209
449,8295,3229
450,8295,3250
451,8295,3271
452,8295,3292
453,8295,3313
454,8295,3334
455,8295,3341
456,8295,3348
457,8295,3355
458,8295,3362
459,8295,3369
460,8295,3376
461,8295,3383
462,8295,3390
463,8295,3397
464,8295,3404
465,8295,3411
466,8295,3418
467,8295,3425
468,8295,3432
469,8295,3439
470,8295,3446
471,8295,3453
472,8295,3460
473,8295,3467
474,8295,3474
475,8295,3481
476,8295,3488
477,8295,3495
478,8295,3502
479,8295,3509
480,8295,3516
481,8295,3523
482,8295,3530
483,8295,3537
484,8295,3544
485,8295,3552
486,8295,3560
487,8295,3569
488,8295,3578
489,8295,3587
490,8295,3596
491,8295,3604
492,8295,3613
493,8295,3622
494,8295,3631
495,8295,3640
496,8295,3648
497,8295,3657
498,8295,3666
499,8295,3675
500,8295,3684
501,8295,3693
502,8295,3701
503,8295,3710
504,8295,3719
505,8295,3728
506,8295,3737
507,8295,3745
508,8295,3754
509,8295,3763
510,8295,3772
511,8295,3781
512,8295,3789
513,8295,3798
514,8295,3807
515,8295,3816
516,8295,3825
517,8295,3834
518,8295,3842
519,8295,3851
520,8295,3860
521,8295,3869
522,8295,3878
523,8295,3886
524,8295,3895
525,8295,3904
526,8295,3913
527,8295,3922
528,8295,3930
529,8295,3939
530,8295,3948
531,8295,3957
532,8295,3966
533,8295,3975
534,8295,3983
535,8295,3992
536,8295,4001
537,8295,4010
538,8295,4019
539,8295,4027
540,8295,4036
541,8295,4045
542,8295,4054
543,8295,4063
544,8295,4072
545,8295,4080
546,8295,4089
547,8295,4098
548,8295,4107
549,8295,4116
550,8295,4124
551,8295,4133
552,8295,4142
553,8295,4151
554,8295,4160
555,8295,4168
556,8295,4177
557,8295,4186
558,8295,4195
559,8295,4204
560,8295,4213
561,8295,4221
562,8295,4230
563,8295,4239
564,8295,4248
565,8295,4257
566,8295,4265
567,8295,4274
568,8295,4283
569,8295,4292
570,8295,4301
571,8295,4309
572,8295,4318
573,8295,4327
574,8295,4336
575,8295,4345
576,8295,4354
577,8295,4362
578,8295,4371
579,8295,4380
580,8295,4389
581,8295,4398
582,8295,4406
583,8295,4415
584,8295,4424
585,8295,4433
586,8295,4442
587,8295,4451
588,8295,4459
589,8295,4468
590,8295,4477
591,8295,4486
592,8295,4495
593,8295,4503
594,8295,4512
595,8295,4521
596,8295,4530
597,8295,4539
598,8295,4547
599,8295,4556
600,8295,4565
601,8295,4574
602,8295,4583
603,8295,4592
604,8295,4600
605,8295,4609
606,8295,4618
607,8295,4627
608,8295,4636
609,8295,4644
610,8295,4653
611,8295,4662
612,8295,4671
613,8295,4680
614,8295,4688
615,8295,4697
616,8295,4706
617,8295,4715
618,8295,4724
619,8295,4733
620,8295,4741
621,8295,4750
622,8295,4759
623,8295,4768
624,8295,4777
625,8295,4785
626,8295,4794
627,8295,4803
628,8295,4812
629,8295,4821
630,8295,4830
631,8295,4835
632,8295,4841
633,8295,4847
634,8295,4853
635,8295,4859
636,8295,4865
637,8295,4871
638,8295,4877
639,8295,4883
640,8295,4889
641,8295,4895
642,8295,4901
643,8295,4907
644,8295,4913
645,8295,4919
646,8295,4925
647,8295,4930
648,8295,4936
649,8295,4942
650,8295,4948
651,8295,4954
652,8295,4960
653,8295,4966
654,8295,4972
655,8295,4978
656,8295,4984
657,8295,4990
658,8295,4996
659,8295,5002
660,8295,5008
661,8295,5014
662,8295,5020
663,8295,5025
664,8295,5031
665,8295,5037
666,8295,5043
667,8295,5049
668,8295,5055
669,8295,5061
670,8295,5067
671,8295,5073
672,8295,5079
673,8295,5085
674,8295,5091
675,8295,5097
676,8295,5103
677,8295,5109
678,8295,5115
679,8295,5120
680,8295,5126
681,8295,5132
682,8295,5138
683,8295,5144
684,8295,5150
685,8295,5156
686,8295,5162
687,8295,5168
688,8295,5174
689,8295,5180
690,8295,5186
691,8295,5192
692,8295,5198
693,8295,5204
694,8295,5210
695,8295,5216
696,8295,5221
697,8295,5227
698,8295,5233
699,8295,5239
700,8295,5245
701,8295,5251
702,8295,5257
703,8295,5263
704,8295,5269
705,8295,5275
706,8295,5281
707,8295,5287
708,8295,5293
709,8295,5299
710,8295,5305
711,8295,5311
712,8295,5316
713,8295,5322
714,8295,5328
715,8295,5334
716,8295,5340
717,8295,5346
718,8295,5352
719,8295,5358
720,8295,5364
721,8295,5370
722,8295,5376
723,8295,5382
724,8295,5388
725,8295,5394
726,8295,5400
727,8295,5406
728,8295,5411
729,8295,5417
730,8295,5423
731,8295,5429
732,8295,5435
733,8295,5441
734,8295,5447
735,8295,5453
736,8295,5459
737,8295,5465
738,8295,5471
739,8295,5477
740,8295,5483
741,8295,5489
742,8295,5495
743,8295,5501
744,8295,5506
745,8295,5512
746,8295,5518
747,8295,5524
748,8295,5530
749,8295,5536
750,8295,5542
751,8295,5548
752,8295,5554
753,8295,5560
754,8295,5566
755,8295,5572
756,8295,5578
757,8295,5584
758,8295,5590
759,8295,5596
760,8295,5602
761,8295,5606
762,8295,5610
763,8295,5614
764,8295,5618
765,8295,5622
766,8295,5626
767,8295,5630
768,8295,5634
769,8295,5638
770,8295,5642
771,8295,5646
772,8295,5650
773,8295,5654
774,8295,5658
775,8295,5662
776,8295,5666
777,8295,5670
778,8295,5674
779,8295,5678
780,8295,5682
781,8295,5686
782,8295,5690
783,8295,5694
784,8295,5698
785,8295,5702
786,8295,5706
787,8295,5710
788,8295,5714
789,8295,5718
790,8295,5722
791,8295,5727
792,8295,5732
793,8295,5738
794,8295,5743
795,8295,5749
796,8295,5754
797,8295,5760
798,8295,5765
799,8295,5771
800,8295,5776
801,8295,5782
802,8295,5788
803,8295,5793
804,8295,5799
805,8295,5804
806,8295,5810
807,8295,5815
808,8295,5821
809,8295,5826
810,8295,5832
811,8295,5838
812,8295,5843
813,8295,5849
814,8295,5854
815,8295,5860
816,8295,5865
817,8295,5871
818,8295,5876
819,8295,5882
