Time,Brazaville,
293,3993,2212
294,4011,2239
295,4025,2266
296,4038,2293
297,4052,2305
298,4073,2318
299,4087,2331
300,4108,2343
301,4121,2356
302,4134,2369
303,4158,2382
304,4165,2386
305,4178,2391
306,4182,2395
307,4198,2400
308,4213,2404
309,4227,2409
310,4239,2413
311,4249,2418
312,4261,2422
313,4268,2427
314,4275,2431
315,4283,2436
316,4287,2441
317,4297,2446
318,4307,2451
319,4318,2456
320,4338,2462
321,4351,2467
322,4366,2472
323,4370,2477
324,4379,2483
325,4389,2488
326,4398,2493
327,4397,2498
328,4417,2503
329,4435,2509
330,4444,2514
331,4455,2519
332,4464,2524
333,4483,2530
334,4505,2530
335,4524,2530
336,4546,2531
337,4555,2531
338,4572,2532
339,4589,2532
340,4607,2532
341,4618,2533
342,4633,2533
343,4659,2534
344,4664,2534
345,4673,2535
346,4678,2535
347,4691,2535
348,4713,2536
349,4729,2536
350,4738,2537
351,4754,2537
352,4766,2537
353,4783,2538
354,4796,2538
355,4801,2539
356,4821,2539
357,4832,2540
358,4844,2540
359,4868,2540
360,4887,2541
361,4894,2541
362,4909,2542
363,4918,2542
364,4928,2543
365,4939,2543
366,4958,2544
367,4974,2545
368,4988,2545
369,5006,2546
370,5018,2547
371,5031,2548
372,5049,2548
373,5055,2549
374,5064,2550
375,5076,2551
376,5081,2551
377,5101,2552
378,5112,2553
379,5129,2554
380,5138,2554
381,5152,2555
382,5154,2556
383,5165,2557
384,5173,2557
385,5182,2558
386,5199,2559
387,5208,2560
388,5222,2560
389,5230,2561
390,5233,2562
391,5248,2563
392,5261,2563
393,5280,2564
394,5277,2565
395,5281,2566
396,5293,2571
397,5298,2577
398,5311,2583
399,5316,2589
400,5325,2595
401,5333,2601
402,5339,2607
403,5349,2613
404,5362,2619
405,5371,2625
406,5371,2631
407,5381,2637
408,5384,2643
409,5390,2649
410,5404,2655
411,5404,2661
412,5409,2667
413,5420,2673
414,5427,2679
415,5434,2685
416,5440,2691
417,5447,2697
418,5456,2703
419,5469,2709
420,5481,2715
421,5479,2721
422,5485,2727
423,5494,2733
424,5497,2739
425,5515,2745
426,5525,2751
427,5525,2771
428,5531,2792
429,5541,2813
430,5547,2834
431,5552,2855
432,5560,2875
433,5560,2896
434,5564,2917
435,5566,2938
436,5567,2959
437,5572,2980
438,5573,3000
439,5578,3021
440,5590,3042
441,5596,3063
442,5596,3084
443,5595,3104
444,5597,3125
445,5602,3146
446,5611,3167
447,5617,3188
448,5622,3209
449,5627,3229
450,5625,3250
451,5631,3271
452,5635,3292
453,5637,3313
454,5639,3334
455,5637,3341
456,5634,3348
457,5638,3355
458,5648,3362
459,5650,3369
460,5657,3376
461,5652,3383
462,5653,3390
463,5660,3397
464,5672,3404
465,5678,3411
466,5677,3418
467,5680,3425
468,5683,3432
469,5687,3439
470,5696,3446
471,5694,3453
472,5698,3460
473,5702,3467
474,5703,3474
475,5704,3481
476,5704,3488
477,5708,3495
478,5709,3502
479,5704,3509
480,5701,3516
481,5699,3523
482,5704,3530
483,5707,3537
484,5706,3544
485,5709,3552
486,5712,3560
487,5720,3569
488,5723,3578
489,5724,3587
490,5726,3596
491,5725,3604
492,5727,3613
493,5729,3622
494,5732,3631
495,5741,3640
496,5746,3648
497,5755,3657
498,5759,3666
499,5769,3675
500,5777,3684
501,5792,3693
502,5810,3701
503,5821,3710
504,5833,3719
505,5844,3728
506,5859,3737
507,5879,3745
508,5893,3754
509,5918,3763
510,5934,3772
511,5957,3781
512,5978,3789
513,6003,3798
514,6014,3807
515,6039,3816
516,6061,3825
517,6078,3834
518,6113,3842
519,6139,3851
520,6164,3860
521,6192,3869
522,6216,3878
523,6251,3886
524,6263,3895
525,6294,3904
526,6318,3913
527,6342,3922
528,6370,3930
529,6399,3939
530,6429,3948
531,6453,3957
532,6477,3966
533,6508,3975
534,6526,3983
535,6549,3992
536,6565,4001
537,6591,4010
538,6612,4019
539,6640,4027
540,6672,4036
541,6694,4045
542,6717,4054
543,6733,4063
544,6749,4072
545,6767,4080
546,6789,4089
547,6817,4098
548,6832,4107
549,6857,4116
550,6882,4124
551,6907,4133
552,6924,4142
553,6941,4151
554,6957,4160
555,6979,4168
556,6986,4177
557,7007,4186
558,7018,4195
559,7040,4204
560,7052,4213
561,7073,4221
562,7092,4230
563,7103,4239
564,7117,4248
565,7135,4257
566,7150,4265
567,7165,4274
568,7187,4283
569,7206,4292
570,7226,4301
571,7232,4309
572,7249,4318
573,7269,4327
574,7285,4336
575,7286,4345
576,7286,4354
577,7299,4362
578,7312,4371
579,7331,4380
580,7337,4389
581,7348,4398
582,7349,4406
583,7362,4415
584,7383,4424
585,7390,4433
586,7405,4442
587,7412,4451
588,7430,4459
589,7447,4468
590,7455,4477
591,7473,4486
592,7485,4495
593,7501,4503
594,7517,4512
595,7531,4521
596,7539,4530
597,7559,4539
598,7575,4547
599,7587,4556
600,7592,4565
601,7597,4574
602,7609,4583
603,7614,4592
604,7616,4600
605,7620,4609
606,7642,4618
607,7652,4627
608,7657,4636
609,7665,4644
610,7679,4653
611,7690,4662
612,7702,4671
613,7701,4680
614,7704,4688
615,7715,4697
616,7726,4706
617,7740,4715
618,7746,4724
619,7756,4733
620,7762,4741
621,7777,4750
622,7784,4759
623,7799,4768
624,7804,4777
625,7807,4785
626,7812,4794
627,7816,4803
628,7826,4812
629,7835,4821
630,7845,4830
631,7847,4835
632,7853,4841
633,7862,4847
634,7878,4853
635,7879,4859
636,7875,4865
637,7886,4871
638,7889,4877
639,7894,4883
640,7904,4889
641,7913,4895
642,7919,4901
643,7922,4907
644,7930,4913
645,7940,4919
646,7941,4925
647,7940,4930
648,7947,4936
649,7952,4942
650,7958,4948
651,7976,4954
652,7986,4960
653,7987,4966
654,7990,4972
655,8001,4978
656,8007,4984
657,8020,4990
658,8035,4996
659,8043,5002
660,8051,5008
661,8050,5014
662,8051,5020
663,8063,5025
664,8066,5031
665,8067,5037
666,8077,5043
667,8082,5049
668,8079,5055
669,8095,5061
670,8102,5067
671,8101,5073
672,8106,5079
673,8120,5085
674,8128,5091
675,8137,5097
676,8143,5103
677,8155,5109
678,8165,5115
679,8165,5120
680,8164,5126
681,8170,5132
682,8179,5138
683,8178,5144
684,8180,5150
685,8184,5156
686,8191,5162
687,8196,5168
688,8203,5174
689,8203,5180
690,8206,5186
691,8207,5192
692,8214,5198
693,8226,5204
694,8233,5210
695,8234,5216
696,8239,5221
697,8238,5227
698,8240,5233
699,8241,5239
700,8244,5245
701,8253,5251
702,8263,5257
703,8263,5263
704,8266,5269
705,8265,5275
706,8270,5281
707,8277,5287
708,8283,5293
709,8284,5299
710,8294,5305
711,8303,5311
712,8309,5316
713,8324,5322
714,8326,5328
715,8320,5334
716,8320,5340
717,8329,5346
718,8333,5352
719,8333,5358
720,8335,5364
721,8342,5370
722,8352,5376
723,8355,5382
724,8353,5388
725,8358,5394
726,8366,5400
727,8373,5406
728,8369,5411
729,8373,5417
730,8371,5423
731,8374,5429
732,8376,5435
733,8371,5441
734,8376,5447
735,8376,5453
736,8383,5459
737,8388,5465
738,8389,5471
739,8395,5477
740,8396,5483
741,8400,5489
742,8404,5495
743,8409,5501
744,8410,5506
745,8406,5512
746,8411,5518
747,8419,5524
748,8425,5530
749,8432,5536
750,8429,5542
751,8432,5548
752,8433,5554
753,8437,5560
754,8440,5566
755,8445,5572
756,8452,5578
757,8449,5584
758,8448,5590
759,8454,5596
760,8449,5602
761,8444,5606
762,8445,5610
763,8444,5614
764,8442,5618
765,8444,5622
766,8441,5626
767,8442,5630
768,8443,5634
769,8446,5638
770,8448,5642
771,8452,5646
772,8450,5650
773,8448,5654
774,8449,5658
775,8454,5662
776,8455,5666
777,8460,5670
778,8462,5674
779,8468,5678
780,8467,5682
781,8471,5686
782,8473,5690
783,8472,5694
784,8472,5698
785,8475,5702
786,8471,5706
787,8464,5710
788,8458,5714
789,8459,5718
790,8463,5722
791,8460,5727
792,8462,5732
793,8463,5738
794,8465,5743
795,8457,5749
796,8453,5754
797,8456,5760
798,8451,5765
799,8464,5771
800,8472,5776
801,8473,5782
802,8484,5788
803,8494,5793
804,8494,5799
805,8495,5804
806,8494,5810
807,8500,5815
808,8499,5821
809,8498,5826
810,8496,5832
811,8494,5838
812,8500,5843
813,8494,5849
814,8496,5854
815,8497,5860
816,8500,5865
817,8497,5871
818,8505,5876
819,8506,5882
