Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Mole,Gbadolite,Inke,Betou,Brazaville
802,5613,1558,1720,4059,2241,2039,5301,3162,2953,2567,357,1303,519,1246,511,7762,7888,2783,1740,4748,3771,5777,5309,11389,10107,4406,7007,2799,4106,2557,26871,22925,180605,71506,20454,76417,20365,10232,8514
803,5400,1557,1688,4080,2389,1973,5318,3114,3046,2479,355,1361,474,1263,497,7781,7869,2846,1717,4729,3787,5799,5346,11402,10155,4343,7061,2804,4065,2535,26879,22925,180531,71506,20454,76548,20365,10232,8514
804,5489,1555,1758,4103,2087,2082,5301,3088,3038,2438,365,1315,479,1253,488,7719,7819,2838,1707,4741,3826,5740,5311,11435,10123,4346,7037,2861,4154,2549,26873,22925,180648,71506,20454,76625,20365,10232,8514
805,5451,1555,1740,4084,2282,2034,5295,3013,3029,2450,379,1323,518,1282,478,7753,7894,2872,1693,4656,3743,5774,5261,11640,9948,4375,7070,2803,4174,2480,26897,22925,180512,71506,20454,76733,20365,10232,8514
806,5393,1527,1751,4128,2101,2020,5357,2959,2963,2548,357,1374,512,1231,514,7623,7796,2894,1756,4660,3836,5653,5299,11572,9984,4372,7098,2818,4218,2525,26879,22925,180643,71506,20454,76830,20365,10232,8514
807,5230,1545,1773,4045,2261,1929,5499,2996,2972,2441,376,1286,525,1250,515,7695,7898,2924,1741,4673,3763,5657,5387,11450,10056,4327,7180,2851,4144,2491,26879,22925,180508,71506,20454,76924,20365,10232,8514
808,5403,1520,1820,3963,2043,1943,5450,2962,2916,2404,375,1271,491,1232,506,7706,7771,2907,1748,4654,3882,5700,5267,11394,10205,4310,7189,2875,4162,2579,26872,22925,180647,71506,20454,77024,20365,10232,8514
809,5206,1524,1811,3893,2270,1915,5338,2928,2945,2400,397,1305,496,1210,511,7797,7835,2895,1704,4661,3845,5716,5260,11468,10256,4392,7056,2913,4199,2488,26882,22925,180511,71506,20454,77164,20365,10232,8514
810,5397,1496,1784,3866,2150,2031,5390,2921,2827,2493,423,1340,503,1186,521,7850,7863,2876,1704,4658,3848,5597,5228,11595,10012,4345,7058,2801,4190,2471,26865,22925,180615,71506,20454,77287,20365,10232,8514
811,5241,1533,1774,3933,2232,1945,5499,2954,2905,2406,407,1346,479,1220,489,7816,7886,2835,1697,4695,3821,5588,5214,11391,10168,4372,7071,2858,4191,2398,26885,22925,180515,71506,20454,77427,20365,10232,8514
812,5356,1528,1756,3917,2118,1884,5458,2961,2747,2441,397,1278,505,1200,495,7786,7848,2892,1708,4783,3833,5612,5133,11362,10237,4378,7129,2846,4222,2380,26865,22925,180624,71506,20454,77512,20365,10232,8514
813,5085,1540,1738,3866,2202,2015,5471,2987,2927,2439,365,1317,529,1208,480,7825,7934,2915,1725,4726,3871,5506,5154,11347,10293,4289,7127,2741,4170,2354,26888,22925,180535,71506,20454,77622,20365,10232,8514
814,5326,1595,1735,3867,2039,1911,5405,2974,2786,2405,365,1296,550,1226,478,7862,7906,2872,1694,4719,3815,5476,5185,11443,10229,4243,7160,2780,4206,2407,26865,22925,180608,71506,20454,77763,20365,10232,8514
815,5308,1558,1702,3898,2361,1917,5416,2926,3337,2569,387,1391,553,1243,474,7912,7957,2956,1671,4679,3781,5611,5247,11473,10181,4195,7196,2822,4228,2336,26878,22925,180526,71506,20454,77863,20365,10232,8514
816,5808,1529,1723,4064,2300,2061,5400,3081,3298,2649,343,1358,531,1232,472,7917,7923,2938,1742,4752,3743,5650,5308,11565,10170,4270,7124,2849,4244,2401,26876,22925,180601,71506,20454,77991,20365,10232,8514
817,5773,1480,1768,4183,2513,1996,5410,3202,3513,2698,372,1413,489,1246,467,7937,8041,3004,1731,4830,3670,5849,5325,11508,10251,4365,7029,2950,4268,2483,26884,22925,180527,71506,20454,78099,20365,10232,8514
818,6136,1559,1813,4241,2494,2133,5448,3285,3574,2678,375,1424,557,1250,459,7865,8144,3020,1681,4824,3721,5857,5449,11462,10188,4306,7124,2983,4291,2638,26869,22925,180599,71506,20454,78188,20365,10232,8514
819,6270,1545,1862,4351,2633,2106,5398,3410,3717,2795,388,1453,548,1193,480,7935,8199,3006,1682,4839,3745,5971,5509,11561,10133,4347,7099,2995,4382,2725,26888,22925,180523,71506,20454,78308,20365,10232,8514
TEST FAILED.
TEST FAILED.
