Time,Bangui,Bangassou,Mobaye,Sibut,Bouar,Bossangoa,Nola,Mbaiki,Bimbo,Bozoum,Obo,Bambari,Bria,Ndele,Birao,Kaga Bandoro,Berberati,Melego,Rafai,Ippy,Mbres,Bossembele,Yaloke,Katakpo,Banga,Kago,Yapara,Beboura III,Gamboula,Baboua,Belom,Dosseye,East,Adamaoua,Monga,Mole,Gbadolite,Inke,Betou,Brazaville
127,2271,416,501,1739,845,761,1709,1442,1290,1009,96,543,702,365,98,2463,2695,819,364,1773,1160,2551,2262,3947,3492,1371,1904,1255,1340,1033,22460,22958,28749,10151,11827,18,5358,301,24973,2100
128,2191,435,492,1621,831,723,1740,1368,1234,965,95,501,701,351,109,2442,2700,846,357,1740,1136,2449,2239,3965,3412,1385,1968,1204,1329,996,22591,23093,28912,10200,11889,18,5395,302,25076,2110
129,2257,435,510,1610,866,698,1735,1362,1281,961,94,516,659,373,100,2370,2672,839,347,1753,1168,2361,2229,3958,3421,1383,1989,1203,1342,949,22736,23213,29069,10250,11952,17,5432,304,25202,2119
130,2235,424,527,1600,878,720,1706,1382,1288,971,103,483,655,359,103,2419,2586,821,350,1742,1143,2371,2227,3900,3515,1404,1937,1219,1342,970,22879,23299,29223,10301,12024,18,5475,307,25318,2135
131,2284,420,505,1598,871,676,1685,1342,1233,1013,98,558,630,367,89,2428,2629,804,356,1722,1185,2366,2230,3880,3508,1371,1921,1200,1315,983,23048,23421,29368,10341,12106,20,5512,309,25443,2148
132,2221,416,525,1542,894,675,1682,1312,1138,904,89,482,618,348,98,2394,2560,806,357,1724,1200,2273,2228,3941,3475,1377,1915,1180,1309,936,23183,23547,29525,10372,12174,20,5535,314,25537,2157
133,2050,433,486,1479,812,637,1693,1253,1134,923,90,496,634,371,92,2407,2539,806,363,1699,1161,2251,2169,3910,3462,1358,1893,1173,1309,897,23320,23650,29669,10425,12236,20,5562,324,25631,2166
134,2040,420,493,1436,750,654,1700,1200,1093,830,73,510,626,355,87,2356,2490,788,395,1662,1155,2243,2086,3892,3467,1334,1860,1144,1288,898,23478,23765,29814,10445,12316,20,5579,327,25739,2175
135,1873,406,510,1423,783,645,1724,1138,1081,823,70,435,642,341,95,2295,2476,765,394,1633,1170,2206,2083,3859,3419,1289,1871,1091,1313,848,23626,23880,29942,10473,12385,20,5612,332,25821,2191
136,1910,403,491,1400,716,604,1684,1129,943,812,71,439,623,331,97,2290,2438,764,376,1603,1187,2220,2013,3832,3418,1269,1844,1054,1298,837,23765,23996,30098,10493,12456,20,5631,338,25892,2214
137,1737,405,481,1361,701,606,1672,1079,985,818,78,452,629,360,85,2231,2402,742,366,1539,1152,2170,1986,3776,3411,1240,1868,1065,1303,817,23891,24089,30228,10532,12540,20,5651,342,25978,2227
138,1748,382,482,1341,666,569,1706,1071,904,738,80,448,586,357,87,2276,2410,729,338,1565,1087,2175,1951,3670,3371,1256,1792,1035,1304,804,24028,24188,30355,10565,12622,21,5675,349,26058,2242
139,1641,391,457,1290,672,586,1674,1070,894,790,74,405,583,346,88,2191,2348,727,352,1564,1080,2071,1934,3694,3315,1231,1840,990,1328,768,24147,24279,30469,10603,12686,21,5698,353,26129,2256
140,1639,395,453,1296,642,544,1626,1017,834,783,79,416,573,366,86,2164,2298,703,328,1530,1083,2042,1891,3688,3307,1202,1823,962,1335,725,24272,24361,30601,10636,12742,22,5730,358,26222,2265
141,1572,396,428,1246,645,560,1621,1003,821,691,80,353,582,346,90,2142,2340,716,317,1535,1069,2046,1876,3629,3292,1196,1777,946,1282,712,24404,24428,30737,10661,12803,22,5764,362,26275,2278
142,1521,378,441,1186,604,536,1592,983,818,714,76,378,609,350,92,2173,2313,660,335,1470,1073,1980,1871,3649,3220,1189,1701,913,1246,728,24529,24511,30853,10684,12860,22,5788,365,26350,2286
143,1502,377,420,1187,599,521,1573,1005,778,645,83,413,616,336,83,2177,2263,650,309,1446,1051,1919,1853,3564,3216,1187,1651,878,1257,711,24664,24581,30973,10705,12929,22,5816,372,26417,2302
144,1772,366,427,1279,751,548,1520,1005,1091,846,69,426,611,322,87,2127,2327,649,319,1472,1053,2000,1783,3604,3164,1184,1650,944,1244,720,24784,24661,31082,10733,12986,22,5840,377,26473,2312
145,2190,351,420,1362,814,626,1539,1087,1268,921,69,431,595,328,84,2186,2395,674,322,1506,1008,2037,1791,3513,3114,1218,1612,1005,1236,778,24895,24731,31172,10758,13041,23,5868,381,26529,2331
146,2451,342,398,1448,1004,674,1565,1192,1470,1003,66,518,607,293,89,2092,2450,707,336,1496,1075,2127,1861,3572,3012,1227,1657,1050,1202,794,25009,24853,31298,10806,13093,23,5899,389,26605,2336
147,2675,362,402,1569,1079,711,1596,1336,1562,1075,77,535,587,300,95,2128,2441,741,326,1585,1010,2228,1914,3459,3082,1249,1666,1163,1224,920,25142,24952,31426,10835,13148,23,5920,394,26689,2343
148,2897,386,423,1687,1156,673,1599,1406,1684,1204,82,589,577,303,85,2230,2499,767,315,1569,1022,2327,2028,3398,3062,1261,1653,1249,1236,988,25274,25065,31554,10867,13200,24,5944,402,26800,2364
149,2736,393,455,1692,988,665,1564,1399,1420,1057,82,555,593,286,82,2206,2484,750,315,1574,1040,2356,2046,3406,3121,1198,1708,1244,1252,1064,25416,25171,31686,10914,13250,24,5962,408,26913,2374
150,2350,389,470,1653,1009,726,1490,1387,1365,999,72,502,599,298,78,2186,2468,757,313,1558,1108,2355,2076,3434,3122,1155,1703,1212,1265,1038,25549,25317,31838,10966,13320,25,5997,410,27022,2383
151,2392,384,443,1629,908,639,1442,1350,1245,945,70,440,574,305,72,2177,2432,778,316,1576,1118,2282,2032,3477,3134,1158,1675,1226,1228,1028,25686,25427,31997,11007,13397,25,6032,415,27134,2392
152,2149,365,448,1584,844,630,1453,1275,1269,907,68,486,545,287,83,2154,2379,724,340,1565,1117,2300,2039,3444,3096,1186,1668,1170,1273,995,25810,25533,32137,11059,13476,25,6066,423,27238,2400
153,2143,362,439,1483,782,651,1469,1236,1149,890,64,454,546,311,80,2155,2327,701,323,1588,1083,2226,2039,3488,3075,1203,1696,1142,1228,971,25889,25615,32279,11104,13551,27,6087,432,27334,2411
154,1972,358,418,1431,772,615,1479,1232,1099,870,60,458,579,308,79,2229,2350,674,333,1531,1056,2171,2017,3480,3042,1174,1689,1119,1199,880,26011,25731,32434,11159,13618,27,6123,435,27423,2421
155,1901,352,417,1400,762,608,1470,1206,1043,821,61,416,573,330,85,2178,2294,672,334,1551,993,2156,1953,3494,3033,1134,1739,1085,1208,847,26137,25848,32555,11192,13674,29,6155,438,27509,2426
156,1869,341,431,1346,727,621,1455,1194,957,837,64,433,564,322,85,2170,2286,652,336,1501,1025,2089,1933,3502,2981,1164,1699,1006,1199,835,26249,25936,32670,11218,13733,31,6179,441,27586,2435
157,1731,362,436,1318,711,554,1497,1152,998,774,68,431,577,325,81,2142,2256,641,295,1508,985,2083,1861,3381,3061,1148,1717,999,1178,822,26370,26033,32789,11248,13794,32,6205,445,27667,2450
158,1768,334,396,1287,661,574,1481,1128,924,693,63,378,571,304,81,2154,2232,677,324,1476,973,2025,1839,3387,3014,1147,1685,991,1183,799,26499,26126,32909,11286,13851,33,6233,445,27758,2459
159,1653,313,385,1270,617,565,1434,1093,910,738,58,385,548,293,81,2080,2190,669,348,1459,1005,1948,1830,3336,3020,1125,1671,956,1221,759,26630,26218,33040,11326,13912,33,6266,447,27847,2469
160,1651,325,399,1214,630,537,1444,1059,901,686,57,400,546,285,78,2048,2226,620,328,1407,1038,1860,1797,3326,2946,1155,1632,907,1170,747,26747,26301,33166,11362,13975,33,6291,451,27926,2477
161,1574,345,391,1152,601,548,1471,1017,840,691,70,369,522,282,79,2013,2245,618,312,1443,1015,1838,1764,3289,2906,1142,1639,902,1147,716,26859,26371,33280,11387,14025,33,6315,456,27997,2484
162,1550,344,376,1110,574,518,1464,1004,863,673,70,401,520,265,91,1996,2206,616,327,1385,999,1798,1716,3281,2908,1133,1593,896,1137,687,26990,26429,33401,11407,14069,35,6344,461,28056,2490
163,1550,353,379,1101,529,522,1436,1002,841,663,79,361,523,283,85,2017,2153,616,308,1361,968,1752,1670,3284,2884,1104,1536,867,1157,671,27104,26517,33502,11438,14110,35,6369,464,28125,2499
164,1475,355,369,1092,529,525,1466,973,839,658,72,336,561,282,80,1969,2163,598,304,1339,940,1669,1674,3213,2872,1095,1513,882,1102,640,27234,26591,33624,11456,14163,35,6391,471,28196,2507
165,1414,361,368,1074,534,484,1453,983,759,643,76,349,544,296,72,1953,2087,598,290,1347,906,1699,1621,3247,2863,1046,1511,865,1110,615,27353,26676,33718,11476,14201,35,6414,473,28255,2519
166,1387,364,359,997,541,474,1439,952,771,659,74,345,519,278,75,1935,2109,609,278,1341,910,1681,1574,3209,2817,1059,1485,820,1098,602,27451,26763,33805,11489,14245,35,6438,473,28321,2523
167,1391,344,355,1011,558,462,1421,909,717,618,71,328,533,285,78,1830,2046,613,276,1284,921,1628,1600,3207,2818,1049,1510,804,1098,578,27547,26823,33902,11516,14304,36,6456,483,28378,2532
168,1350,342,364,1028,473,473,1418,904,700,593,71,365,504,274,84,1740,2012,570,266,1260,948,1613,1570,3165,2834,1063,1494,788,1077,611,27641,26882,33996,11534,14343,37,6487,489,28433,2540
169,1293,325,335,1025,463,435,1414,821,715,575,58,339,514,278,85,1730,2073,613,292,1246,907,1571,1545,3161,2781,1036,1494,800,1054,582,27748,26951,34083,11549,14391,37,6510,490,28505,2550
170,1282,334,330,965,495,461,1434,811,698,578,65,318,483,287,72,1682,1952,617,286,1265,924,1506,1541,3074,2843,1051,1449,781,1025,545,27852,27015,34206,11577,14432,37,6524,497,28561,2557
171,1260,335,358,943,452,440,1372,799,720,540,55,306,462,282,82,1715,2013,582,302,1250,902,1508,1469,3076,2763,1043,1406,813,1007,561,27943,27072,34283,11601,14478,37,6540,500,28610,2570
172,1257,348,343,905,441,468,1338,822,643,566,63,316,464,280,87,1747,1957,582,269,1221,861,1456,1472,3084,2743,1031,1376,739,990,547,28053,27144,34372,11629,14528,37,6565,507,28656,2581
173,1202,342,328,914,485,403,1321,791,674,553,59,294,435,289,80,1673,1920,588,273,1221,837,1482,1409,3085,2719,1009,1423,710,991,525,28150,27219,34461,11654,14584,37,6581,512,28703,2590
174,1286,315,345,915,446,420,1339,773,618,525,58,288,467,274,90,1680,1867,568,282,1147,844,1446,1371,3014,2684,1000,1392,715,1021,506,28225,27266,34538,11678,14629,37,6610,521,28761,2603
175,1152,331,351,926,469,428,1365,751,684,527,61,279,464,271,90,1693,1914,539,270,1130,816,1423,1320,2929,2658,969,1338,689,987,502,28329,27319,34620,11698,14683,37,6632,525,28821,2612
176,1237,342,342,881,473,424,1341,793,642,548,59,303,445,280,85,1640,1881,494,273,1130,821,1395,1326,2868,2682,953,1350,672,986,496,28433,27370,34724,11707,14723,37,6658,532,28844,2623
177,1181,340,322,913,444,402,1362,780,659,488,56,245,416,266,67,1612,1846,494,263,1149,867,1358,1338,2823,2609,929,1332,681,1010,516,28534,27426,34803,11732,14773,39,6679,535,28892,2633
178,1145,319,317,847,417,385,1266,749,653,527,49,284,418,280,67,1617,1820,466,274,1110,839,1380,1314,2866,2569,920,1302,666,1004,512,28616,27472,34906,11748,14825,40,6697,541,28943,2645
179,1140,322,309,864,445,384,1263,774,593,478,53,294,422,254,73,1609,1837,488,263,1080,828,1334,1276,2863,2497,927,1250,651,979,490,28693,27538,34994,11761,14860,41,6708,543,28986,2652
180,1130,315,311,872,392,373,1286,744,616,531,48,292,398,255,76,1553,1816,473,267,1042,828,1277,1282,2755,2536,899,1240,620,970,486,28790,27590,35072,11774,14907,41,6730,551,29026,2653
181,1075,280,291,896,390,367,1251,746,579,502,47,259,396,273,72,1523,1860,481,269,1032,821,1303,1226,2735,2480,864,1229,642,962,514,28875,27627,35154,11773,14972,41,6747,553,29053,2658
182,1119,285,267,920,414,407,1232,802,637,505,51,270,398,255,74,1498,1797,481,257,1053,788,1256,1229,2668,2527,856,1218,644,960,529,28965,27662,35232,11782,15023,41,6769,556,29093,2679
183,1203,281,275,885,484,416,1187,855,664,560,51,298,382,243,77,1481,1786,486,246,1055,764,1268,1182,2666,2476,845,1219,636,957,496,29040,27715,35320,11801,15066,43,6788,559,29133,2691
184,1241,273,272,887,507,386,1173,825,710,565,45,283,384,240,82,1494,1779,515,256,1042,778,1286,1185,2676,2422,855,1210,665,969,499,29101,27760,35394,11820,15105,43,6808,563,29165,2698
185,1336,260,266,897,446,435,1123,811,746,565,40,302,374,230,85,1490,1765,522,259,1039,775,1308,1157,2698,2401,843,1218,689,948,522,29182,27812,35471,11833,15144,44,6817,570,29218,2701
186,1322,265,285,922,512,401,1149,828,765,568,46,304,369,243,72,1480,1801,515,229,1046,773,1307,1185,2583,2432,879,1195,686,909,541,29250,27867,35544,11847,15182,44,6829,575,29263,2710
187,1317,288,265,932,520,376,1136,857,791,569,43,282,352,262,60,1467,1792,533,213,1055,743,1344,1214,2581,2347,903,1192,706,913,560,29340,27924,35636,11861,15220,46,6846,582,29324,2712
188,1424,273,295,899,563,429,1129,862,753,554,45,317,359,264,61,1475,1794,508,225,996,749,1329,1244,2544,2303,919,1168,670,899,558,29429,27976,35717,11886,15266,46,6862,588,29387,2720
189,1362,279,290,901,536,414,1124,863,851,603,55,302,368,248,66,1504,1728,520,221,1022,712,1361,1268,2517,2270,868,1159,673,939,591,29531,28042,35801,11905,15289,46,6878,591,29441,2727
190,1442,280,301,927,535,399,1132,918,816,592,51,280,365,235,63,1514,1740,515,230,1013,721,1400,1275,2485,2244,892,1130,695,923,600,29629,28119,35873,11925,15323,46,6891,598,29486,2731
191,1376,283,288,889,550,430,1107,890,781,627,46,317,368,211,75,1496,1761,512,228,971,727,1432,1218,2492,2238,862,1158,654,904,576,29711,28167,35955,11947,15376,47,6913,605,29546,2735
192,1347,272,308,900,497,407,1075,891,679,617,42,308,358,209,74,1465,1746,501,228,980,727,1420,1209,2489,2234,846,1179,701,918,594,29798,28218,36043,11966,15422,47,6930,611,29608,2740
193,1266,276,302,912,504,426,1090,863,751,507,47,295,362,232,62,1442,1739,501,214,958,718,1370,1271,2399,2258,854,1168,715,910,592,29871,28264,36126,11988,15460,49,6953,615,29661,2748
194,1287,275,287,921,457,368,1101,879,677,556,47,281,365,231,65,1438,1688,504,217,954,701,1386,1244,2405,2237,842,1172,719,933,575,29950,28313,36196,12002,15496,50,6969,618,29708,2760
195,1243,267,289,899,515,406,1049,834,683,566,47,290,344,218,67,1438,1682,492,222,934,670,1342,1260,2402,2272,832,1154,734,903,529,30033,28350,36280,12011,15542,52,6984,623,29781,2770
196,1220,264,303,899,458,386,1027,815,690,509,46,293,341,208,69,1443,1663,473,225,928,669,1324,1308,2409,2275,832,1132,724,899,567,30104,28416,36332,12030,15575,52,7001,626,29831,2778
197,1183,265,304,867,429,381,1035,773,645,510,44,275,353,217,58,1412,1678,439,229,903,670,1346,1253,2433,2203,835,1121,735,914,556,30165,28461,36418,12040,15610,52,7025,631,29904,2780
198,1133,277,310,839,445,405,1038,765,598,497,47,250,352,199,60,1426,1696,428,214,885,676,1335,1256,2418,2159,840,1088,753,894,516,30224,28501,36489,12055,15632,52,7044,635,29940,2789
199,1146,273,299,849,429,358,989,757,598,483,43,252,320,203,54,1370,1684,442,213,911,672,1338,1207,2409,2159,831,1119,715,866,502,30291,28553,36573,12073,15667,52,7064,638,29973,2793
200,1072,271,292,816,440,361,1014,764,593,469,45,272,329,216,51,1363,1608,445,195,892,658,1354,1176,2339,2184,789,1106,680,889,490,30377,28605,36645,12087,15695,53,7082,643,30019,2797
201,1100,276,271,785,407,383,1002,726,569,483,50,260,329,215,52,1320,1596,441,199,865,673,1273,1214,2374,2089,765,1099,652,881,513,30473,28643,36709,12101,15723,54,7103,647,30064,2805
202,1036,262,263,821,412,352,987,694,615,482,52,255,336,207,62,1311,1537,455,194,839,642,1290,1174,2378,2045,717,1115,633,911,483,30551,28688,36789,12113,15755,55,7114,653,30107,2807
203,1039,259,273,771,375,364,999,695,550,477,42,235,318,224,56,1368,1513,452,221,817,611,1262,1166,2364,2050,703,1107,614,866,497,30612,28717,36884,12118,15782,55,7124,660,30148,2812
204,1694,259,274,958,816,422,1010,721,1302,840,58,366,290,220,54,1380,1581,527,199,933,611,1448,1232,2315,2070,775,1083,805,865,557,30685,28760,36950,12138,15812,56,7133,662,30192,2822
205,2637,272,274,1211,1078,524,1017,970,1578,1040,46,464,298,229,51,1428,1692,576,206,1055,609,1634,1394,2263,2049,853,1052,980,855,702,30744,28835,37009,12156,15844,57,7149,667,30225,2827
206,3066,283,286,1493,1357,596,1014,1207,1960,1260,44,476,331,216,61,1465,1857,647,223,1132,669,1890,1543,2290,2032,877,1105,1196,880,871,30812,28902,37090,12204,15872,57,7171,673,30281,2836
207,3552,291,304,1632,1563,740,995,1474,2215,1356,43,611,362,213,58,1519,1980,714,233,1227,733,2117,1750,2302,2118,951,1122,1375,866,1103,30882,29034,37189,12238,15907,58,7181,685,30364,2843
208,3991,301,329,1853,1673,771,996,1672,2414,1599,41,652,387,216,67,1671,2104,844,236,1352,736,2453,1869,2342,2174,1054,1106,1584,886,1266,30955,29174,37314,12271,15947,59,7192,692,30487,2845
209,3691,322,387,1874,1317,824,1018,1760,1949,1406,39,560,407,205,66,1687,2110,815,232,1404,749,2432,2016,2440,2209,1058,1215,1545,939,1347,31046,29334,37426,12337,15987,59,7213,698,30601,2851
210,3083,333,407,1788,1273,782,1090,1686,1825,1243,39,590,446,218,60,1766,2128,795,244,1379,768,2485,2056,2464,2266,996,1322,1532,942,1316,31154,29470,37580,12407,16030,58,7239,705,30753,2857
211,2900,320,432,1700,1079,769,1085,1667,1593,1193,46,539,463,224,71,1827,2092,792,255,1400,757,2410,2137,2609,2221,1049,1312,1460,995,1294,31237,29610,37725,12473,16075,59,7265,712,30865,2863
212,2547,327,456,1626,1087,725,1093,1617,1493,1127,55,514,479,220,70,1806,2047,734,254,1392,839,2453,2156,2639,2339,1044,1359,1402,981,1227,31340,29749,37878,12527,16129,59,7292,722,30983,2869
213,2485,338,462,1567,961,646,1132,1541,1317,1039,58,494,507,240,66,1840,1990,716,244,1359,871,2452,2159,2710,2394,1060,1386,1356,981,1186,31434,29868,38010,12582,16176,59,7329,724,31119,2879
214,2294,339,451,1525,979,719,1158,1424,1307,1012,61,433,511,262,62,1872,1985,705,259,1330,864,2407,2064,2754,2451,1034,1429,1276,939,1099,31536,29990,38160,12623,16231,60,7370,726,31233,2884
215,2224,323,453,1435,903,685,1208,1356,1215,940,53,445,506,260,71,1919,1953,699,268,1354,872,2364,2063,2725,2502,1052,1460,1243,901,1049,31614,30124,38287,12664,16289,60,7389,733,31345,2893
216,2126,325,437,1434,832,642,1223,1238,1180,919,48,472,490,280,68,1868,1954,699,269,1364,896,2266,2039,2821,2435,1062,1504,1222,929,1009,31683,30241,38380,12695,16351,60,7416,737,31463,2903
217,2000,326,405,1416,809,615,1260,1196,1082,897,52,406,504,268,75,1916,1924,709,272,1377,881,2217,2059,2781,2511,1101,1476,1163,946,928,31775,30356,38498,12739,16405,61,7439,744,31563,2909
218,1940,332,398,1349,785,656,1225,1177,1074,839,56,436,475,284,75,1909,1915,702,263,1387,889,2190,1966,2811,2529,1107,1477,1099,966,898,31864,30473,38624,12777,16447,60,7459,752,31637,2922
219,1911,339,415,1302,701,582,1253,1173,1088,860,51,431,471,283,76,1978,1944,650,286,1345,893,2138,1960,2837,2460,1105,1437,1077,945,894,31969,30565,38725,12811,16513,60,7479,756,31694,2930
220,1825,340,425,1282,801,596,1251,1177,967,812,52,383,510,283,74,1920,1863,671,291,1267,951,2060,1954,2860,2474,1078,1508,1041,999,806,32049,30677,38831,12870,16554,60,7504,763,31788,2933
221,1841,324,395,1213,694,547,1222,1102,971,808,53,433,546,262,76,1906,1825,693,294,1232,947,2060,1847,2931,2485,1117,1463,1026,1046,787,32173,30778,38921,12908,16609,60,7531,768,31880,2939
222,1763,334,400,1182,712,532,1233,1069,996,741,44,371,512,274,83,1927,1806,694,276,1303,925,2051,1823,2895,2506,1073,1482,1020,1051,768,32262,30851,39036,12931,16666,60,7554,772,31951,2947
223,1713,346,412,1131,669,573,1257,1083,955,743,54,392,513,290,86,1919,1847,672,289,1258,883,2044,1773,2874,2503,1043,1501,960,999,780,32371,30941,39139,12948,16701,60,7574,776,32015,2952
224,1679,345,412,1145,652,556,1224,1056,925,764,48,365,473,292,84,1842,1829,643,293,1301,895,1978,1796,2848,2512,1038,1533,937,1022,754,32479,31015,39252,12976,16749,61,7597,781,32092,2959
225,1592,342,418,1166,664,535,1249,1054,934,673,51,350,463,278,91,1846,1868,618,295,1258,899,1947,1785,2804,2475,1033,1547,933,1008,730,32584,31094,39341,13014,16799,64,7623,786,32153,2966
226,1603,342,407,1159,617,469,1219,1048,870,717,52,362,453,292,91,1830,1873,613,275,1260,876,1913,1730,2859,2409,1066,1569,908,994,699,32656,31165,39459,13040,16868,64,7639,796,32222,2974
227,1558,328,401,1129,596,524,1254,1028,909,675,51,351,462,300,87,1799,1843,593,290,1209,891,1836,1677,2838,2396,1032,1577,905,984,722,32768,31232,39582,13046,16927,64,7657,804,32284,2977
228,1521,326,397,1083,603,477,1261,1042,788,713,55,394,454,312,85,1833,1855,588,268,1223,861,1819,1677,2758,2406,1014,1542,867,1005,678,32852,31329,39661,13083,16986,64,7682,812,32348,2992
229,1512,313,373,1091,578,474,1247,986,828,627,57,368,437,297,88,1873,1799,607,270,1235,853,1788,1661,2781,2400,993,1479,894,1009,673,32953,31406,39755,13102,17030,66,7700,820,32424,2995
230,1457,303,368,1076,577,487,1256,970,848,632,63,358,447,315,82,1835,1831,612,268,1212,839,1757,1614,2734,2379,979,1471,873,963,659,33061,31491,39871,13119,17080,66,7714,831,32473,2999
231,1455,299,390,1068,566,493,1306,952,795,680,63,363,449,319,81,1716,1815,575,282,1215,850,1738,1530,2729,2375,991,1505,857,925,636,33146,31570,39930,13144,17117,67,7736,834,32528,3008
232,1441,296,382,1059,595,430,1301,913,780,621,55,340,451,322,85,1747,1783,598,279,1191,816,1733,1549,2696,2428,1011,1441,871,927,642,33241,31621,39999,13165,17170,68,7755,837,32574,3013
233,3698,290,376,1767,1973,764,1226,1218,3180,1848,59,684,439,295,88,1891,2095,847,283,1535,833,2382,1812,2696,2467,1236,1437,1413,931,942,33326,31681,40070,13187,17211,68,7767,847,32618,3025
234,6728,333,397,2444,2869,1162,1205,1987,4217,2611,50,946,483,286,91,2068,2420,1087,274,1913,867,3066,2255,2736,2451,1418,1503,2069,988,1481,33457,31815,40172,13232,17253,70,7789,852,32706,3033
235,8230,360,474,3299,3780,1432,1230,2677,5590,3384,54,1285,544,308,75,2356,2963,1348,292,2253,931,3919,2736,2851,2483,1626,1550,2710,1000,2126,33589,32034,40310,13298,17309,70,7817,858,32874,3038
236,10163,395,565,4040,4222,1750,1213,3475,6395,4002,59,1489,620,307,74,2711,3319,1623,309,2745,998,4812,3413,3006,2657,1804,1705,3347,1073,2801,33729,32304,40505,13401,17370,71,7859,864,33098,3049
237,11345,434,650,4782,4765,2092,1276,4241,7362,4506,64,1741,762,303,78,3069,3740,1897,332,3159,1126,5733,4135,3139,2916,1965,1883,3985,1167,3414,33912,32659,40722,13521,17444,71,7893,876,33399,3063
238,12741,491,760,5466,5405,2269,1344,5058,7828,4963,75,1917,855,340,64,3520,4117,2184,359,3582,1244,6659,4863,3405,3164,2181,2049,4593,1278,4045,34105,33082,40997,13690,17513,72,7935,886,33733,3068
239,11814,539,901,5441,4491,2306,1385,5453,6538,4423,66,1834,970,334,80,3793,4314,2189,399,3680,1384,7066,5403,3745,3373,2164,2321,4633,1418,4397,34340,33575,41371,13893,17610,72,7991,891,34151,3072
240,10248,598,1037,5514,4238,2204,1469,5420,6309,4184,80,1774,1057,350,87,3984,4392,2167,428,3757,1577,7306,5749,4078,3659,2227,2486,4551,1499,4344,34573,34064,41783,14113,17696,73,8052,899,34636,3078
241,9993,626,1088,5460,3923,2269,1567,5399,5458,3942,84,1623,1176,401,82,4218,4376,2226,464,3785,1696,7366,6034,4344,3902,2302,2654,4396,1633,4247,34786,34544,42160,14332,17835,73,8115,906,35090,3085
242,9072,696,1158,5337,3698,2157,1699,5016,5507,3695,92,1641,1216,425,79,4457,4355,2148,531,3790,1833,7602,6139,4689,4052,2425,2821,4373,1693,4171,35009,35027,42561,14559,17954,72,8197,912,35625,3097
243,8596,715,1149,5020,3414,2116,1764,4849,4633,3311,99,1511,1245,478,84,4497,4362,2193,570,3754,2011,7583,6169,5001,4239,2462,3031,4172,1731,4002,35230,35464,42975,14783,18104,73,8283,914,36046,3109
244,7684,743,1182,4817,3256,2164,1901,4652,4605,3298,93,1489,1244,478,111,4588,4351,2145,622,3784,2074,7477,6246,5174,4473,2515,3179,3976,1759,3696,35517,35924,43388,14960,18243,74,8376,919,36458,3119
245,7503,783,1148,4726,3031,1946,1918,4514,4137,3179,107,1379,1286,499,113,4710,4254,2161,633,3786,2113,7387,6322,5501,4660,2577,3287,3889,1842,3488,35775,36323,43779,15138,18400,75,8475,925,36863,3134
246,7021,799,1178,4585,2727,1926,2069,4244,3871,2869,118,1310,1330,510,128,4826,4257,2138,677,3683,2167,7176,6191,5617,4852,2562,3427,3683,1858,3336,36055,36677,44133,15320,18521,75,8564,935,37218,3157
247,6415,799,1170,4414,2533,1842,2124,3951,3631,2803,129,1286,1320,527,121,4860,4310,2108,678,3688,2218,6963,6108,5808,4937,2527,3509,3561,1882,3134,36322,37060,44489,15486,18687,76,8660,937,37560,3181
248,6090,819,1196,4260,2371,1853,2195,3683,3304,2626,136,1264,1317,532,129,4938,4405,1998,699,3663,2239,6797,5943,5944,5001,2533,3545,3319,1902,2911,36623,37439,44822,15641,18826,79,8756,940,37908,3194
249,5758,811,1151,4035,2370,1805,2307,3472,3162,2540,158,1203,1314,556,136,5068,4264,2009,685,3584,2237,6557,5701,5920,5225,2512,3600,3173,1955,2695,36922,37763,45132,15808,18994,79,8836,948,38212,3209
250,5478,824,1130,3924,2198,1625,2353,3301,2967,2424,159,1157,1320,551,139,5011,4294,1961,689,3666,2229,6353,5602,6079,5145,2566,3636,3045,1991,2596,37194,38101,45437,15940,19147,80,8919,951,38482,3228
251,5118,802,1097,3785,2082,1638,2424,3154,2866,2338,151,1190,1344,558,129,5055,4221,1971,729,3539,2210,6131,5449,6153,5211,2584,3610,2879,2017,2402,37467,38434,45787,16066,19309,80,8997,958,38735,3248
252,4983,806,1110,3667,1956,1584,2508,3002,2659,2118,156,1061,1314,572,138,4976,4171,1884,733,3552,2255,5902,5375,6191,5303,2619,3709,2776,1972,2293,37733,38716,46097,16181,19464,81,9078,967,39017,3265
253,4776,787,1089,3539,1856,1553,2543,2864,2638,2119,151,1075,1259,612,143,4906,4159,1848,734,3547,2279,5724,5147,6238,5407,2647,3735,2633,1952,2207,38005,39003,46399,16290,19637,81,9145,967,39276,3287
254,4649,779,1089,3372,1796,1556,2523,2761,2536,2186,167,1081,1245,602,153,4869,4221,1767,708,3492,2345,5557,4973,6248,5440,2629,3720,2538,1998,2118,38311,39240,46664,16371,19783,81,9215,977,39502,3308
255,4522,799,1060,3337,1860,1487,2535,2628,2402,2008,155,973,1214,624,147,4782,4251,1736,702,3502,2345,5428,4868,6247,5455,2663,3747,2494,2052,1974,38585,39503,46923,16481,19948,81,9298,985,39752,3330
256,4403,848,1056,3227,1677,1415,2537,2545,2339,1978,158,1064,1248,648,151,4857,4291,1677,676,3334,2367,5326,4662,6236,5461,2665,3684,2426,2068,1938,38851,39758,47189,16579,20083,82,9382,994,39960,3356
