sep=;
2013-12-04;47917
2014-02-06;60362
2014-02-09;60844
2014-02-19;62303
2014-06-30;58207
2014-07-31;65889
2014-08-20;65870
2014-08-30;66793
2014-08-31;66881
2014-10-31;68165
2014-11-28;68165
2014-12-12;68165
2015-02-20;69503
2015-03-17;71562
2015-04-27;94133
2015-05-20;97195
2015-08-31;101885
2016-01-31;108107
2016-02-29;112751
2016-03-31;112775
2016-04-30;112785
