Day,Mbera sim,Mbera data,Mbera error,Mentao sim,Mentao data,Mentao error,Bobo-Dioulasso sim,Bobo-Dioulasso data,Bobo-Dioulasso error,Abala sim,Abala data,Abala error,Mangaize sim,Mangaize data,Mangaize error,Niamey sim,Niamey data,Niamey error,Tabareybarey sim,Tabareybarey data,Tabareybarey error,Total error,refugees in camps (UNHCR),total refugees (simulation),raw UNHCR refugee count,retrofitted time,refugees in camps (simulation),refugee_debt,Total error (retrofitted)
102,21359,36185,0.409727787757,4960,5400,0.0814814814815,1929,1165,0.655793991416,5029,5305,0.0520263901979,3455,1798,0.921579532814,297,2783,0.893280632411,9333,1375,5.78763636364,0.5259484179148692,54011,54011,54011,69.76953125,46362,0,0.480105904352817
103,21427,36357,0.410649943615,5042,5411,0.0681944187766,1927,1168,0.649828767123,5127,5349,0.0415030846887,3508,1807,0.941339236303,302,2822,0.892983699504,9321,1395,5.68172043011,0.5234307389198843,54309,54309,54309,70.89615384615385,46654,0,0.4795153657773113
104,21480,36529,0.411974048017,5107,5421,0.0579228924553,1954,1170,0.670085470085,5187,5393,0.038197663638,3561,1817,0.959823885526,306,2861,0.893044390073,9312,1414,5.585572843,0.5228458932332204,54605,54605,54605,71.87258687258688,46907,0,0.47896712755242193
105,21536,36701,0.413203999891,5178,5431,0.0465844227582,1951,1173,0.663256606991,5272,5436,0.0301692420898,3599,1827,0.969896004379,308,2900,0.893793103448,9300,1433,5.48988136776,0.5207737563978798,54901,54901,54901,72.796875,47144,0,0.478042294311579
106,21596,36873,0.414313996691,5254,5442,0.034546122749,1943,1176,0.652210884354,5374,5480,0.0193430656934,3656,1836,0.99128540305,312,2939,0.893841442668,9291,1453,5.39435650379,0.5185420025725104,55199,55199,55199,73.88803088803088,47426,0,0.47763546441058713
107,21643,37045,0.415764610609,5328,5452,0.0227439471753,1939,1179,0.644614079729,5434,5523,0.0161144305631,3685,1846,0.996208017335,315,2979,0.894259818731,9287,1472,5.30910326087,0.5170282542885973,55496,55496,55496,74.68482490272373,47631,0,0.4765208303301139
108,21698,37216,0.416971195185,5396,5462,0.0120834859026,1935,1181,0.638441998307,5507,5567,0.0107777977367,3731,1855,1.01132075472,329,3018,0.89098740888,9276,1491,5.22132796781,0.5152894784011471,55790,55790,55790,75.61776061776062,47872,0,0.47533608173507796
109,21755,37388,0.418128811383,5459,5473,0.0025580120592,1933,1184,0.632601351351,5596,5610,0.00249554367201,3776,1865,1.02466487936,332,3057,0.891396794243,9272,1511,5.13633355394,0.513603622878334,56088,56088,56088,76.58687258687259,48123,0,0.47459349593495936
110,21802,37560,0.419542066028,5556,5483,0.0133138792632,1931,1187,0.626790227464,5696,5654,0.00742836929607,3832,1875,1.04373333333,335,3096,0.891795865633,9267,1530,5.0568627451,0.5155981200673938,56385,56385,56385,77.73540856031128,48419,0,0.4749490112618604
111,21852,37732,0.420862928019,5630,5493,0.0249408337885,1931,1189,0.624053826745,5787,5698,0.0156195156195,3889,1884,1.06422505308,341,3135,0.891228070175,9258,1550,4.97290322581,0.517898413930594,56681,56681,56681,78.77307692307693,48688,0,0.4746740530336444
112,21901,37904,0.422198184888,5691,5504,0.0339752906977,1927,1192,0.616610738255,5870,5741,0.0224699529699,3933,1894,1.07655755016,349,3175,0.890078740157,9249,1569,4.8948374761,0.5194720862071991,56979,56979,56979,79.87817258883248,48920,0,0.4745783534284561
113,21950,38076,0.423521378296,5756,5514,0.0438882843671,1963,1195,0.642677824268,5954,5785,0.0292134831461,3972,1903,1.08723068839,354,3214,0.889856876167,9240,1588,4.81863979849,0.5217983413356613,57275,57275,57275,81.22660098522168,49189,0,0.47558271497162813
114,21992,38248,0.425015687095,5840,5524,0.0572049239681,1961,1197,0.638262322473,6027,5828,0.0341455044612,4022,1913,1.10245687402,362,3253,0.888718106363,9229,1608,4.7394278607,0.5238053881294402,57571,57571,57571,82.44162436548223,49433,0,0.476264091295965
115,22057,38420,0.425897969807,5911,5535,0.0679313459801,1959,1200,0.6325,6118,5872,0.04189373297,4076,1923,1.11960478419,367,3292,0.888517618469,9221,1627,4.66748617087,0.5256009262299332,57869,57869,57869,83.83417085427136,49709,0,0.47681833105807947
116,22103,38592,0.427264718076,5991,5545,0.0804328223625,1957,1203,0.62676641729,6210,5916,0.0496957403651,4140,1932,1.14285714286,375,3331,0.887421194836,9212,1646,4.59659781288,0.5280323218430327,58165,58165,58165,85.235,49988,0,0.47800223502106076
117,22171,39026,0.431891559473,6061,5555,0.0910891089109,1954,1206,0.620232172471,6302,5959,0.0575599932875,4188,1942,1.15653964985,378,3371,0.88786710175,9205,1666,4.52521008403,0.5318007662835249,58725,58725,58725,86.5929648241206,50259,0,0.47630481055768414
118,22214,39460,0.437050177395,6130,5566,0.101329500539,1949,1208,0.613410596026,6376,6003,0.0621355988672,4245,1951,1.17580727832,387,3410,0.88651026393,9192,1685,4.45519287834,0.5355329521110606,59283,59283,59283,87.76884422110552,50493,0,0.47458799318523015
119,22257,39894,0.442096555873,6225,5576,0.116391678623,1947,1211,0.607762180017,6464,6046,0.0691366192524,4284,1961,1.18459969403,393,3449,0.886053928675,9497,1705,4.57008797654,0.5449517061595535,59842,59842,59842,90.65,51067,0,0.47944587413522277
120,22326,40329,0.446403332589,6315,5586,0.130504833512,1946,1214,0.602965403624,6543,6090,0.0743842364532,4333,1971,1.19837645865,402,3488,0.884747706422,9488,1724,4.50348027842,0.5484752160524486,60402,60402,60402,92.085,51353,0,0.47781530412900236
121,22379,40763,0.450997227878,6386,5597,0.140968375916,1944,1216,0.598684210526,6665,6134,0.0865666775351,4414,1980,1.22929292929,408,3527,0.884320952651,9481,1743,4.43947217441,0.5531988188976378,60960,60960,60960,93.70854271356784,51677,0,0.47759186351706034
122,22434,41197,0.455445784887,6483,5607,0.156233279829,1941,1219,0.59228876128,6818,6177,0.103772057633,4408,1990,1.21507537688,419,3567,0.882534342585,9471,1763,4.37209302326,0.5571521456436931,61520,61520,61520,95.13175675675676,51974,0,0.4767555266579974
123,22499,41632,0.459574365872,6561,5617,0.168061242656,1938,1222,0.585924713584,7004,6248,0.12099871959,4405,2012,1.1893638171,425,3797,0.888069528575,9457,1763,4.36415201361,0.5620073525870511,62291,62291,62291,96.19594594594595,52289,0,0.475783018413575
124,22553,42066,0.46386630533,6658,5628,0.183013503909,1936,1225,0.580408163265,7204,6318,0.140234251345,4399,2033,1.16379734383,436,4027,0.891730816985,9453,1763,4.36188315372,0.5675071360608944,63060,63060,63060,97.37710437710437,52639,0,0.47581668252457976
125,22616,42500,0.467858823529,6745,5638,0.196346222065,1936,1227,0.577832110839,7415,6389,0.160588511504,4396,2055,1.13917274939,449,4257,0.894526661969,9442,1764,4.35260770975,0.5726617577941406,63830,63830,63830,98.58922558922559,52999,0,0.4757167476108413
126,22688,42934,0.471561000606,6841,5648,0.211225212465,1936,1230,0.573983739837,7639,6460,0.182507739938,4390,2077,1.11362542128,465,4487,0.896367283263,9428,1764,4.34467120181,0.5777554179566563,64600,64600,64600,99.89562289562289,53387,0,0.47586687306501546
127,22734,43369,0.475800687127,6925,5659,0.22371443718,1934,1233,0.568532035685,7901,6530,0.209954058193,4385,2099,1.08909004288,473,4717,0.899724401102,9421,1765,4.33767705382,0.5837208590833997,65372,65372,65372,101.1986531986532,53773,0,0.4769932081013278
128,22808,43803,0.479305070429,7026,5669,0.239372023285,1932,1235,0.564372469636,8147,6601,0.234206938343,4381,2121,1.06553512494,482,4947,0.902567212452,9415,1765,4.3342776204,0.5891958089535991,66141,66141,66141,102.60402684563758,54191,0,0.4779183864773741
129,22885,44237,0.482672875647,7133,5679,0.256030991372,1930,1238,0.558966074313,8425,6671,0.262929096088,4375,2142,1.04248366013,491,5177,0.905157427081,9405,1765,4.32861189802,0.5950021671225096,66909,66909,66909,104.13175675675676,54644,0,0.47951695586542914
130,22959,44671,0.486042398872,7225,5690,0.269771528998,1926,1241,0.551974214343,8683,6742,0.287896766538,4371,2164,1.01987060998,499,5407,0.907712224894,9398,1766,4.32163080408,0.6001684372275823,67681,67681,67681,105.53691275167785,55061,0,0.48035637771309525
131,23033,45106,0.489358400213,7306,5700,0.281754385965,1971,1243,0.585679806919,8953,6813,0.314105386761,4366,2186,0.99725526075,509,5637,0.909703743126,9388,1766,4.31596828992,0.6059370936874553,68451,68451,68451,107.10204081632654,55526,0,0.4821843362405224
132,23093,45540,0.492907334212,7442,5710,0.303327495622,1968,1246,0.579454253612,9245,6883,0.343164317885,4362,2208,0.975543478261,524,5867,0.91068689279,9376,1912,3.90376569038,0.6087132024334688,69366,69366,69366,108.73825503355705,56010,0,0.4836086843698642
133,23159,45974,0.496258754948,7566,5721,0.322496067121,1968,1249,0.575660528423,9525,6954,0.369715271786,4357,2230,0.953811659193,541,6097,0.911267836641,9364,2059,3.54783875668,0.6109214045871038,70284,70284,70284,110.32094594594595,56480,0,0.48443457970519604
134,23231,46408,0.499418203758,7661,5731,0.336764962485,1967,1252,0.571086261981,9737,7024,0.38624715262,4486,2251,0.992892047979,554,6327,0.912438754544,9357,2205,3.24353741497,0.6137110592994185,71198,71198,71198,112.04729729729729,56993,0,0.4860810696929689
135,23311,46843,0.502358943706,7809,5741,0.360215990246,1966,1254,0.567783094099,10046,7041,0.426785967902,4478,2273,0.970083589969,567,6327,0.910384068279,9352,2351,2.97788175245,0.6164972852568564,71830,71830,71830,113.85810810810811,57529,0,0.4898231936516776
136,23396,47277,0.505129344079,7924,5752,0.377607788595,1963,1257,0.561654733492,10308,7057,0.460677341647,4474,2295,0.949455337691,578,6327,0.908645487593,9344,2498,2.74059247398,0.6180257510729614,72463,72463,72463,115.39864864864865,57987,0,0.4919062142058706
137,23474,47711,0.507996059609,8051,5762,0.397257896564,1961,1260,0.556349206349,10625,7074,0.501979078315,4468,2317,0.928355632283,585,6327,0.907539118065,9336,2644,2.53101361573,0.6206033244407962,73095,73095,73095,116.59821428571429,58500,0,0.49653191052739587
138,23561,47711,0.506172580747,8202,5772,0.420997920998,1959,1262,0.552297939778,10883,7090,0.534978843441,4463,2338,0.908896492729,604,6327,0.904536115062,9323,2790,2.34157706093,0.620152817574021,73290,73290,73290,117.48387096774194,58995,0,0.5037795060717697
139,23646,47711,0.504391020939,8339,5783,0.441985128826,1957,1265,0.547035573123,11127,7107,0.565639510342,4457,2360,0.888559322034,613,6327,0.903113639956,9320,2937,2.17330609465,0.619499251598857,73490,73490,73490,118.31484794275492,59459,0,0.5105592597632331
140,23700,47923,0.505456670075,8452,5793,0.459002244088,1954,1268,0.541009463722,11360,7123,0.594833637512,4452,2382,0.869017632242,626,6327,0.901058953691,9307,3083,2.01881284463,0.6197648141382157,73899,73899,73899,119.01607142857142,59851,0,0.514891947117011
141,23801,48135,0.505536511894,8584,5803,0.479234878511,1954,1271,0.537372147915,11551,7140,0.617787114846,4447,2404,0.849833610649,637,6327,0.899320373005,9303,3229,1.88107773304,0.6192520421483266,74309,74309,74309,119.77678571428571,60277,0,0.5187393182521632
142,23883,48347,0.506008645831,8708,5814,0.497764017888,1952,1273,0.533385703064,11777,7157,0.645521866704,4444,2430,0.828806584362,647,6327,0.897739845108,9291,3375,1.75288888889,0.6191801721022978,74723,74723,74723,120.53763440860214,60702,0,0.5230384219049021
143,23979,48558,0.506178178673,8851,5824,0.519745879121,1947,1276,0.525862068966,12009,7173,0.674194897532,4440,2456,0.807817589577,659,6327,0.895843211633,9281,3522,1.63515048268,0.619197189097104,75136,75136,75136,121.36785714285715,61166,0,0.527762989778535
144,24071,48770,0.506438384253,8979,5834,0.539081247857,1946,1279,0.521501172791,12230,7190,0.700973574409,4431,2483,0.784534836891,673,6327,0.893630472578,9273,3782,1.45187731359,0.6164541069186545,75665,75665,75665,122.1076523994812,61603,0,0.5310645608934117
145,24162,48982,0.506716753093,9110,5845,0.558597091531,1944,1281,0.51756440281,12419,7206,0.723424923675,4425,2509,0.763650856915,692,6327,0.890627469575,9261,4042,1.29119247897,0.6133321083578328,76192,76192,76192,122.63942931258106,62013,0,0.5337961990760185
146,24248,49194,0.507094361101,9262,5855,0.581895815542,1940,1284,0.510903426791,12634,7223,0.74913470857,4418,2535,0.742800788955,714,6327,0.887150308203,9248,4303,1.14919823379,0.6107975652037904,76721,76721,76721,123.22496749024707,62464,0,0.537427822890734
147,24331,49406,0.507529449864,9396,5865,0.602046035806,1938,1287,0.505827505828,12855,7239,0.775797762122,4413,2562,0.722482435597,727,6327,0.885095621938,9242,4563,1.02542187158,0.6084609509508214,77249,77249,77249,123.79453836150846,62902,0,0.5410684927960232
148,24416,49617,0.507910595159,9540,5876,0.623553437713,1935,1290,0.5,13064,7256,0.800441014333,4406,2588,0.702472952087,742,6327,0.882724830093,9232,4824,0.913764510779,0.6059425544498445,77778,77778,77778,124.35714285714286,63335,0,0.5444084445473013
149,24496,49829,0.508398723635,9662,5876,0.64431586113,1933,1290,0.498449612403,13283,7272,0.826595159516,4401,2614,0.683626625861,752,6327,0.881144302197,9224,4887,0.887456517291,0.6078750240092196,78095,78095,78095,124.8974025974026,63751,0,0.5490748447403803
150,24578,50041,0.508842748946,9785,5876,0.665248468346,1931,1290,0.496899224806,13479,7289,0.849224859377,4396,2641,0.664521014767,766,6327,0.878931563142,9216,4950,0.861818181818,0.6093937307113526,78414,78414,78414,125.41688311688311,64151,0,0.5532175376845971
151,24675,50253,0.508984538237,9901,5876,0.684989788972,1927,1290,0.493798449612,13668,7305,0.871047227926,4391,2667,0.6464191976,777,6327,0.877192982456,9210,5013,0.837223219629,0.6106108140376726,78731,78731,78731,125.93376623376624,64549,0,0.5569597744217653
152,24765,50253,0.507193600382,10023,5876,0.705752212389,1985,1291,0.537567776917,13835,7322,0.889511062551,4388,2693,0.629409580394,793,6327,0.874664137822,9198,5076,0.812056737589,0.6112915091707045,78838,78838,78838,126.50129533678756,64987,0,0.5631040868616657
153,24858,50253,0.505342964599,10141,5876,0.725833900613,1984,1291,0.536793183579,14026,7332,0.912984178942,4384,2953,0.4845919404,805,6327,0.872767504346,9190,5139,0.788285658688,0.6069267787447424,79171,79171,79171,127.02080624187256,65388,0,0.5667858180394336
154,24933,50253,0.503850516387,10130,5876,0.723961878829,1979,1291,0.532920216886,14139,7343,0.92550728585,4382,2945,0.487945670628,815,6327,0.87118697645,9526,5202,0.831218762015,0.6099549452907101,79237,79237,79237,127.69180754226268,65904,0,0.5754130015018236
155,25023,50253,0.502059578533,10117,5876,0.721749489449,1979,1292,0.53173374613,14223,7354,0.934049496872,4378,2937,0.49063670412,825,6327,0.869606448554,9518,5265,0.807787274454,0.6080777766569152,79304,79304,79304,127.89856957087126,66063,0,0.5758725915464542
156,25120,50597,0.503527877147,10108,5876,0.720217835262,1977,1292,0.530185758514,14360,7365,0.949762389681,4377,2929,0.494366678047,837,6327,0.867709815078,9512,5328,0.785285285285,0.6085631131294378,79714,79714,79714,128.1953125,66291,0,0.5751060039641719
157,25206,50941,0.505192281267,10099,5876,0.718686181076,1973,1292,0.527089783282,14492,7375,0.965016949153,4369,2920,0.496232876712,853,6327,0.865180970444,9505,5391,0.763123724726,0.6089837997054491,80122,80122,80122,128.46354166666666,66497,0,0.5740745363320936
158,25304,51286,0.506609991031,10094,5876,0.717835262083,1968,1293,0.522041763341,14636,7386,0.981586785811,4366,2912,0.499313186813,871,6327,0.862336020231,9494,5454,0.740740740741,0.6093699555467256,80534,80534,80534,128.77083333333334,66733,0,0.5733479027491494
159,25395,51541,0.507285462059,10082,5876,0.715793056501,1967,1293,0.521268368136,14771,7397,0.996890631337,4364,2904,0.502754820937,884,6327,0.860281333966,9489,5517,0.719956498097,0.6094242780285697,80855,80855,80855,129.05569948186528,66952,0,0.5731494650918311
160,25472,51797,0.50823406761,10066,5876,0.713070115725,1965,1293,0.519721577726,14932,7408,1.0156587473,4358,2916,0.49451303155,893,6327,0.858858858859,9477,5534,0.712504517528,0.6103436802996882,81151,81151,81151,129.32901554404145,67163,0,0.5734125272639894
161,25581,52053,0.50855858452,10054,5876,0.711027910143,1964,1294,0.517774343122,15025,7418,1.02547856565,4405,2928,0.50443989071,904,6327,0.857120278173,9468,5509,0.718642221819,0.6115840550334746,81405,81405,81405,129.63730569948186,67401,0,0.5737239727289478
162,25684,52309,0.508994628075,10043,5876,0.709155888359,1961,1294,0.515455950541,15192,7429,1.04495894468,4403,2940,0.497619047619,913,6327,0.855697803066,9460,5485,0.724703737466,0.6132010776389909,81660,81660,81660,129.96761658031087,67656,0,0.5745652706343375
163,25768,52564,0.509778555665,10136,5876,0.72498298162,1959,1294,0.513910355487,15297,7440,1.0560483871,4399,2952,0.490176151762,926,6327,0.853643116801,9449,5460,0.730586080586,0.6154700719055584,81913,81913,81913,130.32857142857142,67934,0,0.5762821530160048
164,25867,52820,0.510280196895,10122,5876,0.722600408441,1955,1295,0.509652509653,15435,7451,1.07153402228,4394,2964,0.482456140351,944,6327,0.850798166588,9439,5435,0.736706531739,0.6165417194041476,82168,82168,82168,130.61688311688312,68156,0,0.5762949079933795
165,25972,53076,0.510663953576,10114,5876,0.721238938053,1953,1295,0.508108108108,15552,7461,1.08443908323,4391,2976,0.475470430108,956,6327,0.848901533112,9427,5411,0.742191831454,0.6174686370143894,82422,82422,82422,130.8883116883117,68365,0,0.5760597898619301
166,26068,53212,0.510110501391,10104,5876,0.719537100068,1949,1295,0.505019305019,15657,7472,1.09542291221,4385,2989,0.467045834727,972,6327,0.846372688478,9415,5386,0.7480505013,0.6176459900432428,82557,82557,82557,131.1081967213115,68550,0,0.5759535835846749
167,26166,53348,0.509522381345,10098,5876,0.718515997277,1947,1296,0.502314814815,15774,7483,1.10797808366,4382,3001,0.46017994002,986,6327,0.844159949423,9407,5410,0.738817005545,0.6171668217691351,82741,82741,82741,131.33770491803278,68760,0,0.5756638184213388
168,26268,53484,0.50886246354,10089,5876,0.716984343091,1946,1296,0.501543209877,15865,7494,1.1170269549,4375,3013,0.452041154995,995,6327,0.842737474316,9396,5434,0.729112992271,0.6162992619748203,82924,82924,82924,131.52786885245902,68934,0,0.5747551975302687
169,26391,53620,0.507814248415,10083,5876,0.7159632403,1944,1296,0.5,15945,7505,1.12458361093,4369,3025,0.444297520661,1008,6327,0.840682788051,9387,5458,0.719860754855,0.6150625097765531,83107,83107,83107,131.73879781420766,69127,0,0.5735738265128087
170,26495,53756,0.50712478607,10067,5876,0.713240299523,1941,1297,0.496530454896,16005,7515,1.12974051896,4366,3037,0.437602897596,1026,6327,0.837837837838,9375,5482,0.710142283838,0.6136270860847641,83290,83290,83290,131.90054644808743,69275,0,0.5719654220194501
171,26612,53892,0.506197580346,10056,5876,0.71136827774,1939,1297,0.49498843485,16077,7526,1.13619452564,4362,3038,0.435813034891,1033,6327,0.83673146831,9370,5506,0.701779876498,0.6126740312956794,83462,83462,83462,132.09041394335512,69449,0,0.5708226498286646
172,26730,54028,0.505256533649,10048,5876,0.710006807352,1936,1297,0.49267540478,16156,7537,1.143558445,4359,3040,0.433881578947,1042,6327,0.835308993204,9362,5530,0.69294755877,0.611753452501943,83635,83635,83635,132.29084967320262,69633,0,0.5697973336521791
173,26841,54028,0.503202043385,10039,5876,0.708475153165,1934,1297,0.491133384734,16221,7548,1.14904610493,4357,3041,0.432752384084,1051,6327,0.833886518097,9354,5554,0.684191573641,0.6101516654515902,83671,83671,83671,132.46949891067538,69797,0,0.5695402230163378
174,26945,54028,0.50127711557,10171,5876,0.730939414568,1932,1298,0.48844375963,16270,7558,1.15268589574,4356,3043,0.431482090043,1066,6327,0.831515726253,9344,5578,0.675152384367,0.6100253261337029,83708,83708,83708,132.78213507625273,70084,0,0.5714149185263058
175,27056,54028,0.499222625305,10165,5876,0.729918311777,1929,1298,0.486132511556,16301,7601,1.14458623865,4383,3044,0.43988173456,1078,6327,0.829619092777,9334,5600,0.666785714286,0.6077541958125433,83774,83774,83774,132.958605664488,70246,0,0.5708095590517345
176,27174,54028,0.497038572592,10154,5876,0.728046289993,1929,1298,0.486132511556,16350,7645,1.13865271419,4375,3046,0.436309914642,1101,6327,0.825983878615,9322,5622,0.658128779794,0.6049831826530856,83842,83842,83842,133.1323851203501,70405,0,0.5697621717039193
177,27303,54028,0.494650921744,10146,5876,0.726684819605,1928,1299,0.484218629715,16398,7688,1.13293444329,4372,3047,0.43485395471,1112,6327,0.82424529793,9314,5644,0.650248051028,0.6023668498015707,83909,83909,83909,133.31619256017507,70573,0,0.5688543541217271
178,27439,54028,0.492133708447,10138,5876,0.725323349217,1927,1299,0.483448806774,16447,7731,1.12740913207,4370,3048,0.433727034121,1127,6327,0.821874506085,9304,5666,0.642075538299,0.599642750818696,83975,83975,83975,133.5120350109409,70752,0,0.5678952069068175
179,27558,54028,0.489931146813,10126,5876,0.723281143635,2128,1299,0.63818321786,16496,7774,1.12194494469,4368,3050,0.432131147541,1141,6327,0.81966176703,9295,5688,0.634142053446,0.5994859713000642,84042,84042,84042,133.9059080962801,71112,0,0.5705242616786844
180,27697,54028,0.487358406752,10117,5876,0.721749489449,2127,1300,0.636153846154,16534,7817,1.115133683,4363,3051,0.430022943297,1156,6327,0.817290975186,9283,5710,0.625744308231,0.596511669381398,84109,84109,84109,134.125,71277,0,0.5691899796692387
181,27827,54028,0.484952246983,10110,5876,0.720558202859,2126,1300,0.635384615385,16579,7860,1.10928753181,4359,3053,0.427775958074,1168,6327,0.81539434171,9271,5713,0.622790127779,0.5941632900412325,84157,84157,84157,134.38291139240508,71440,0,0.568128616752023
182,27953,54028,0.482620122899,10103,5876,0.71936691627,2122,1300,0.632307692308,16635,7903,1.1048968746,4357,3055,0.426186579378,1184,6327,0.812865497076,9263,5715,0.6208223972,0.5920027552135291,84204,84204,84204,134.6629746835443,71617,0,0.5673364685763147
183,28057,54028,0.480695195084,10095,5876,0.718005445882,2120,1301,0.62951575711,16654,7947,1.09563357242,4386,3057,0.434739941119,1196,6327,0.8109688636,9250,5718,0.617698495978,0.5899779238967883,84254,84254,84254,134.8860759493671,71758,0,0.5665369003252071
184,28179,54028,0.478437106685,10083,5876,0.7159632403,2119,1301,0.628747117602,16681,7990,1.08773466834,4381,3058,0.432635709614,1212,6327,0.808440018966,9238,5721,0.614752665618,0.5874188918280921,84301,84301,84301,135.0995260663507,71893,0,0.5651534382747536
185,28283,54028,0.47651217887,10063,5876,0.712559564329,2116,1301,0.626441199078,16727,8033,1.08228557202,4377,3060,0.430392156863,1225,6327,0.806385332701,9234,5723,0.613489428621,0.585325081803955,84348,84348,84348,135.30805687203792,72025,0,0.5642220325318917
186,28420,54028,0.473976456652,10053,5876,0.710857726344,2115,1302,0.624423963134,16773,8076,1.07689450223,4373,3062,0.428151534944,1246,6327,0.803066224119,9220,5726,0.610199091862,0.5827339834354301,84397,84397,84397,135.58451816745657,72200,0,0.5629820965200185
187,28525,54028,0.472033019916,10048,5876,0.710006807352,2114,1302,0.623655913978,16820,8119,1.07168370489,4372,3064,0.426892950392,1255,6327,0.801643749012,9210,5729,0.607610403212,0.5808395997394754,84445,84445,84445,135.8120063191153,72344,0,0.5623068269287702
188,28632,54028,0.470052565336,10119,5876,0.722089857046,2112,1302,0.622119815668,16870,8162,1.06689536878,4369,3065,0.425448613377,1265,6327,0.800063221116,9203,5731,0.605827953237,0.579884248026417,84491,84491,84491,136.16930379746836,72570,0,0.5629238617130818
189,28767,54028,0.467553860961,10112,5876,0.720898570456,2111,1303,0.620107444359,16905,8200,1.06158536585,4363,3073,0.419785226163,1281,6327,0.797534376482,9194,5731,0.604257546676,0.5773616598452767,84538,84538,84538,136.4272151898734,72733,0,0.5616882348766236
190,28888,54028,0.465314281484,10103,5876,0.71936691627,2110,1303,0.619339984651,16935,8237,1.05596697827,4362,3081,0.415774099318,1291,6327,0.795953848585,9275,5731,0.618391205723,0.5761559651466607,84583,84583,84583,136.79272151898735,72964,0,0.5620278306515494
191,28990,54028,0.463426371511,10092,5876,0.717494894486,2107,1303,0.617037605526,16942,8274,1.04761904762,4360,3089,0.411460019424,1301,6327,0.794373320689,9267,5731,0.61699528878,0.5737935435080588,84628,84628,84628,136.94303797468353,73059,0,0.5606300515195917
192,29111,54028,0.461186792034,10083,5876,0.7159632403,2107,1304,0.615797546012,16984,8311,1.04355673204,4358,3097,0.407168227317,1311,6327,0.792792792793,9261,5730,0.616230366492,0.5717052661415091,84673,84673,84673,137.6153846153846,73215,0,0.557816541282345
193,29212,54028,0.459317390982,10067,5876,0.713240299523,2105,1304,0.614263803681,17003,8348,1.03677527552,4374,3104,0.409149484536,1328,6327,0.790105895369,9247,5730,0.613787085515,0.5695314989907575,84717,84717,84717,138.23,73336,0,0.5547292751159744
194,29327,54028,0.457188865033,10056,5876,0.71136827774,2103,1304,0.61273006135,17040,8386,1.03195802528,4369,3112,0.403920308483,1340,6327,0.788209261893,9238,5730,0.612216404887,0.5672994112997416,84763,84763,84763,138.915,73473,0,0.5514434364050352
195,29430,54028,0.455282446139,10047,5876,0.709836623553,2101,1304,0.611196319018,17062,8423,1.02564406981,4366,3120,0.399358974359,1354,6327,0.785996522839,9230,5729,0.611101413859,0.5651066539318689,84807,84807,84807,139.24449877750612,73590,0,0.5496244413786597
196,29528,54028,0.453468571852,10042,5876,0.708985704561,2100,1305,0.609195402299,17104,8460,1.02174940898,4359,3128,0.393542199488,1375,6327,0.782677414256,9217,5729,0.608832256938,0.5630443237127739,84853,84853,84853,139.57457212713936,73725,0,0.5481715437285659
197,29650,54028,0.451210483453,10136,5876,0.72498298162,2096,1305,0.606130268199,17125,8497,1.01541720607,4371,3136,0.39381377551,1385,6327,0.78109688636,9209,5729,0.607435852679,0.56201559518481,84898,84898,84898,140.1780487804878,73972,0,0.547786755871752
198,29764,54028,0.449100466425,10129,5876,0.723791695031,2093,1305,0.603831417625,17161,8573,1.00174967923,4369,3141,0.390958293537,1399,6327,0.778884147305,9200,5729,0.605864897888,0.5591969780769367,84979,84979,84979,140.5268292682927,74115,0,0.5459937160945645
199,29858,54028,0.447360627823,10116,5876,0.72157930565,2089,1306,0.59954058193,17190,8649,0.987513007284,4366,3146,0.387794024158,1408,6327,0.777461672199,9286,5728,0.621159217877,0.5576181518927815,85060,85060,85060,141.0096618357488,74313,0,0.5454502703973666
200,29942,54028,0.445805878433,10111,5876,0.720728386658,2089,1306,0.59954058193,17210,8725,0.972492836676,4361,3151,0.384005077753,1413,6327,0.77667140825,9281,5728,0.620286312849,0.5551496928624282,85141,85141,85141,141.23671497584542,74407,0,0.5439682409180066
201,30063,54028,0.443566298956,10100,5876,0.718856364874,2087,1306,0.598009188361,17231,8801,0.957845699352,4368,3156,0.384030418251,1422,6327,0.775248933144,9272,5728,0.618715083799,0.5522165637980803,85222,85222,85222,141.56521739130434,74543,0,0.542043134401915
202,30186,54028,0.441289701636,10091,5876,0.717324710688,2086,1307,0.596021423106,17255,8876,0.944006309148,4361,3162,0.379190385832,1440,6327,0.77240398293,9256,5728,0.615921787709,0.5489660508299729,85304,85304,85304,141.8840579710145,74675,0,0.5397988371002532
203,30278,54028,0.439586880877,10079,5876,0.715282505106,2082,1307,0.592960979342,17287,8952,0.931076854334,4356,3167,0.375434164825,1454,6327,0.770191243875,9247,5728,0.614350558659,0.5462786203665749,85385,85385,85385,142.1452784503632,74783,0,0.5380804590970311
204,30354,54028,0.438180202858,10072,5876,0.714091218516,2080,1307,0.59143075746,17305,9028,0.916814355339,4373,3172,0.378625472888,1465,6327,0.76845266319,9240,5728,0.61312849162,0.5440175040366929,85466,85466,85466,142.40193704600483,74889,0,0.5368216600753516
205,30486,54028,0.435737025246,10061,5876,0.712219196732,2076,1308,0.587155963303,17335,9104,0.904108084359,4366,3177,0.374252439408,1483,6327,0.765607712976,9236,5728,0.612430167598,0.5408308785710946,85548,85548,85548,142.77481840193704,75043,0,0.5346355262542666
