#DateTime,Nombre estimé de réfugiés maliens par période
2012-02-29,1110
2012-03-31,1094
2012-04-30,1781
2012-06-30,2524
2012-07-19,3049
2012-07-30,3416
2012-07-31,3746
2012-08-06,3683
2012-08-17,3852
2012-08-27,3870
2012-09-04,3888
2012-09-13,3977
2012-10-12,4168
2012-10-24,4356
2012-12-21,3435
2013-01-31,3435
