Day,Belom sim,Belom data,Belom error,Dosseye sim,Dosseye data,Dosseye error,East sim,East data,East error,Adamaoua sim,Adamaoua data,Adamaoua error,Mole sim,Mole data,Mole error,Inke sim,Inke data,Inke error,Betou sim,Betou data,Betou error,Brazaville sim,Brazaville data,Brazaville error,Total error,refugees in camps (UNHCR),refugees in camps (simulation),raw UNHCR refugee count
0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,2391.0,1.0,0
1,0,1408,1.0,0,919,1.0,0,36,1.0,0,25,1.0,1168,1436,0.186629526462,0,2894,1.0,0,682,1.0,0,884,1.0,0.859005311443747,8284,5893,15971
2,0,2816,1.0,0,1838,1.0,0,72,1.0,0,51,1.0,2730,2872,0.0494428969359,0,5788,1.0,0,1364,1.0,0,897,1.0,0.8260924958593452,15698,13307,31942
3,0,4225,1.0,7,2758,0.997461928934,8,108,0.925925925926,6,76,0.921052631579,4464,4308,0.0362116991643,0,8683,1.0,11,2046,0.994623655914,0,911,1.0,0.8189919965390439,23115,20724,47913
4,0,5633,1.0,17,3677,0.99537666576,24,145,0.834482758621,12,102,0.882352941176,5368,4382,0.225011410315,0,8711,1.0,41,2728,0.984970674487,0,925,1.0,0.8673155153404555,26303,23912,48765
5,4,7042,0.999431979551,39,4597,0.991516206221,59,181,0.674033149171,27,127,0.787401574803,6439,4456,0.445017953321,0,8739,1.0,100,3410,0.970674486804,0,938,1.0,0.9083757205832486,29490,27099,49617
6,9,8450,0.998934911243,54,5516,0.990210297317,114,217,0.47465437788,52,153,0.660130718954,7524,4531,0.660560582653,0,8767,1.0,195,4092,0.952346041056,0,952,1.0,0.9399596058510312,32678,30287,50469
7,12,9858,0.998782714547,87,6435,0.98648018648,165,253,0.347826086957,85,178,0.522471910112,8628,4605,0.873615635179,0,8796,1.0,279,4774,0.941558441558,0,966,1.0,0.9662623727868396,35865,33474,51321
8,19,11267,0.998313659359,120,7355,0.983684568321,231,290,0.203448275862,126,204,0.382352941176,9802,4680,1.09444444444,1,8824,0.999886672711,381,5457,0.930181418362,1,979,0.99897854954,0.9888109381401066,39056,36665,52173
9,29,12675,0.997712031558,160,8274,0.980662315688,306,326,0.0613496932515,162,230,0.295652173913,10921,4754,1.29722339083,3,8852,0.999661093538,490,6139,0.920182440137,1,993,0.998992950655,1.00620221101721,42243,39852,53025
10,37,14084,0.997372905425,229,9194,0.975092451599,390,362,0.0773480662983,216,255,0.152941176471,12121,4828,1.51056338028,7,8881,0.999211800473,616,6821,0.909690661193,1,1007,0.999006951341,1.0225611903504137,45432,43041,53877
11,53,15492,0.996578879422,298,10113,0.970532977356,468,398,0.175879396985,271,281,0.0355871886121,13323,4903,1.71731592902,10,8909,0.998877539567,732,7503,0.90243902439,3,1021,0.997061704212,1.0374742904154668,48620,46229,54729
12,72,16900,0.99573964497,363,11032,0.967095721537,559,435,0.285057471264,327,306,0.0686274509804,14537,4977,1.92083584489,15,8937,0.998321584424,875,8185,0.893097128894,4,1034,0.996131528046,1.051306798440335,51806,49415,55581
13,102,18309,0.994428969359,433,11952,0.963771753681,649,471,0.377919320594,380,332,0.144578313253,15772,5052,2.12193190816,21,8965,0.997657557167,987,8867,0.888688395173,4,1048,0.996183206107,1.0644410502582007,54996,52605,56433
14,121,19717,0.993863163767,526,12871,0.959132934504,730,507,0.439842209073,419,357,0.173669467787,17040,5126,2.32422941865,30,8994,0.996664442962,1098,9549,0.885014137606,5,1062,0.995291902072,1.0761218912740835,58183,55792,57285
15,153,21126,0.992757739279,600,13791,0.956493365238,845,544,0.553308823529,468,383,0.221932114883,18281,5201,2.51490098058,40,9022,0.995566393261,1218,10232,0.880961688819,6,1075,0.994418604651,1.0866979502721021,61374,58983,58137
16,185,22534,0.991790183722,695,14710,0.952753229096,964,580,0.662068965517,525,409,0.283618581907,19355,5275,2.6691943128,49,9050,0.994585635359,1361,10186,0.866385234636,8,1089,0.992653810836,1.094277254711513,63833,61442,93368
17,229,23943,0.990435617926,798,15630,0.948944337812,1076,616,0.746753246753,585,434,0.347926267281,20490,5349,2.83062254627,60,9079,0.993391342659,1509,10141,0.851198106696,8,1103,0.99274705349,1.1018025492118562,66295,63904,128599
18,266,23957,0.988896773386,893,15659,0.942972092726,1185,652,0.817484662577,641,460,0.39347826087,21135,5424,2.89657079646,73,9107,0.991984187987,1643,10096,0.837262282092,12,1116,0.989247311828,1.1053391704653157,66471,64080,128847
19,313,23971,0.986942555588,983,15689,0.937344636369,1305,689,0.89404934688,704,485,0.451546391753,21823,5498,2.96926154965,88,9135,0.990366721401,1804,10051,0.820515371605,14,1130,0.987610619469,1.1093206097707358,66648,64257,129095
20,365,23985,0.984782155514,1083,15719,0.931102487436,1402,725,0.933793103448,774,511,0.514677103718,22414,5573,3.02189126144,105,9164,0.988542121344,1944,10006,0.805716570058,17,1144,0.98513986014,1.1116015981564338,66827,64436,129343
21,422,23999,0.982415933997,1214,15748,0.922910845822,1509,761,0.982917214192,817,536,0.524253731343,22925,5647,3.05967770498,128,9192,0.986074847694,2091,9961,0.790081317137,20,1158,0.982728842832,1.1117578579743888,67002,64611,129591
22,479,24013,0.980052471578,1308,15778,0.917099759158,1624,797,1.03764115433,877,562,0.560498220641,23431,5722,3.0948968892,150,9220,0.983731019523,2210,9916,0.777127874143,22,1171,0.98121263877,1.1131454770091844,67179,64788,129839
23,533,24027,0.977816622966,1405,15808,0.911120951417,1742,834,1.08872901679,941,588,0.600340136054,23903,5796,3.1240510697,168,9248,0.981833910035,2332,9870,0.763728470111,27,1185,0.977215189873,1.1140952550626522,67356,64965,130087
24,597,24041,0.97516742232,1534,15837,0.903138220623,1861,870,1.13908045977,999,613,0.62969004894,24388,5870,3.15468483816,199,9277,0.978549099925,2469,9825,0.748702290076,34,1199,0.971643035863,1.1141532902920097,67532,65141,130335
25,657,24055,0.972687590937,1639,15867,0.896703850759,1974,906,1.17880794702,1040,639,0.627543035994,24781,5945,3.16837678722,220,9305,0.976356797421,2597,9780,0.73445807771,47,1212,0.961221122112,1.113057348358416,67709,65318,130583
26,718,24069,0.970169097179,1738,15897,0.890671195823,2081,943,1.20678685048,1086,664,0.635542168675,25181,6019,3.18358531317,243,9333,0.973963355834,2722,9735,0.720390344119,52,1226,0.957585644372,1.112291194060631,67886,65495,130831
27,781,24083,0.967570485405,1824,15926,0.885470300138,2172,979,1.21859039837,1131,690,0.639130434783,25599,6094,3.20068920249,272,9362,0.970946378979,2826,9690,0.708359133127,59,1240,0.952419354839,1.1118653032440056,68064,65673,131079
28,837,24097,0.965265385733,1912,15956,0.880170468789,2277,1015,1.24334975369,1156,715,0.616783216783,25989,6168,3.21352140078,301,9390,0.967944621938,2919,9645,0.697356143079,69,1253,0.944932162809,1.1111974091062295,68239,65848,131327
29,893,24111,0.962962962963,1993,15986,0.875328412361,2363,1051,1.24833491912,1206,741,0.627530364372,26368,6242,3.22428708747,327,9418,0.965279252495,3018,9600,0.685625,76,1267,0.94001578532,1.1105297006548176,68416,66025,131575
30,949,24125,0.960663212435,2081,16015,0.870059319388,2464,1088,1.26470588235,1241,767,0.617992177314,26703,6317,3.22716479341,360,9447,0.961892664338,3107,9554,0.674795897006,82,1281,0.935987509758,1.1091203312243054,68594,66203,131823
31,1012,24139,0.958076142342,2162,16045,0.8652539732,2553,1124,1.27135231317,1282,792,0.618686868687,27001,6391,3.22484744171,382,9475,0.959683377309,3189,9509,0.6646335051,91,1295,0.92972972973,1.107401483204886,68770,66379,132071
32,1114,24153,0.953877365131,2292,16075,0.857418351477,2663,1160,1.29568965517,1331,818,0.627139364303,27898,6466,3.31456851222,407,9503,0.957171419552,3289,9464,0.652472527473,97,1308,0.925840978593,1.1132028949773014,68947,66556,132319
33,1198,24167,0.950428269955,2414,16104,0.850099354198,2792,1196,1.33444816054,1374,843,0.629893238434,28172,6540,3.30764525994,434,9531,0.954464379394,3372,9419,0.642000212337,103,1322,0.92208774584,1.1108040855299326,69122,66731,132567
34,1312,24181,0.945742525123,2543,16134,0.842382546176,2901,1233,1.35279805353,1443,869,0.660529344074,28651,6615,3.33121693122,464,9560,0.951464435146,3484,9374,0.628333688927,106,1336,0.920658682635,1.1104152838301924,69302,66911,132815
35,1394,24195,0.942384790246,2674,16164,0.834570650829,3035,1269,1.39164696612,1487,894,0.663310961969,28996,6689,3.33487815817,491,9588,0.94879015436,3602,9329,0.613892164219,115,1349,0.914751667902,1.1084963369172531,69477,67086,133063
36,1501,24209,0.937998265108,2788,16193,0.827826838757,3137,1305,1.40383141762,1526,920,0.658695652174,29340,6763,3.33831140027,520,9616,0.945923460899,3698,9284,0.601680310211,119,1363,0.912692589875,1.1062552941007566,69653,67262,133311
37,1597,24223,0.934070924328,2877,16223,0.822659187573,3261,1342,1.42995529061,1564,946,0.653276955603,29599,6838,3.32860485522,547,9645,0.943286677035,3784,9239,0.59043186492,123,1377,0.910675381264,1.1037331920438762,69833,67442,133559
38,1670,24237,0.931097082972,2968,16253,0.81738755922,3356,1378,1.43541364296,1601,971,0.648815653965,29886,6912,3.32378472222,578,9673,0.940246045694,3858,9193,0.58033286196,136,1390,0.902158273381,1.1015755567300414,70007,67616,133807
39,1765,24251,0.927219496103,3055,16282,0.812369487778,3449,1414,1.43917963225,1633,997,0.637913741224,30138,6987,3.31343924431,610,9701,0.937119884548,3913,9148,0.57225623087,143,1404,0.898148148148,1.0988544397583495,70184,67793,134055
40,1855,24265,0.923552441789,3143,16312,0.80731976459,3533,1450,1.43655172414,1662,1022,0.626223091977,30386,7061,3.30335646509,637,9729,0.934525644979,3971,9103,0.563770185653,153,1418,0.892101551481,1.0960204661739625,70360,67969,134303
41,1950,24279,0.919683677252,3224,16342,0.802716925713,3623,1487,1.43644922663,1681,1048,0.604007633588,30591,7136,3.28685538117,677,9758,0.930621028899,4034,9058,0.554647825127,165,1432,0.884776536313,1.0921888290331727,70540,68149,134551
42,2032,24293,0.916354505413,3306,16372,0.798069875397,3702,1523,1.43072882469,1705,1073,0.589002795899,30827,7210,3.27558945908,705,9786,0.927958307787,4089,9013,0.546321979363,173,1445,0.880276816609,1.0893304108039312,70715,68324,134799
43,2117,24307,0.912905747316,3383,16401,0.793732089507,3788,1559,1.42976266838,1731,1099,0.575068243858,31031,7284,3.26015925316,738,9814,0.924801304259,4139,8968,0.538470115968,182,1459,0.87525702536,1.0861463373347815,70891,68500,135047
44,2198,24321,0.909625426586,3454,16431,0.789787596616,3859,1595,1.41943573668,1754,1125,0.559111111111,31242,7359,3.24541377905,773,9843,0.921467032409,4196,8923,0.52975456685,187,1473,0.87304820095,1.082861967074715,71070,68679,135295
45,2286,24335,0.906061228683,3520,16461,0.786161229573,3954,1632,1.42279411765,1769,1150,0.538260869565,31441,7433,3.22992062424,812,9871,0.917738830919,4241,8877,0.522248507379,195,1486,0.868775235532,1.0797248929749457,71245,68854,135543
46,2382,24349,0.902172573822,3566,16490,0.783747725894,4034,1668,1.41846522782,1785,1176,0.517857142857,31626,7508,3.21230687267,838,9899,0.915344984342,4279,8832,0.515511775362,207,1500,0.862,1.0765730447201143,71422,69031,135791
47,2470,24363,0.898616754915,3639,16520,0.779721549637,4109,1704,1.41138497653,1807,1201,0.504579517069,31815,7582,3.19612239515,871,9928,0.91226833199,4322,8787,0.508137020599,219,1514,0.85535006605,1.0731295129820249,71599,69208,136039
48,2548,24377,0.895475243057,3696,16550,0.77667673716,4186,1741,1.40436530729,1837,1227,0.497147514262,31983,7656,3.17750783699,906,9956,0.908999598232,4369,8742,0.500228780599,228,1527,0.85068762279,1.069814422648239,71776,69385,136287
49,2642,24391,0.891681357878,3754,16579,0.773568972797,4247,1777,1.38998311761,1853,1252,0.480031948882,32138,7731,3.1570301384,934,9984,0.906450320513,4420,8697,0.49177877429,234,1541,0.84815055159,1.06579386257505,71952,69561,136535
50,2723,24405,0.888424503176,3808,16609,0.770726714432,4312,1813,1.37837837838,1873,1278,0.465571205008,32324,7805,3.14144778988,964,10012,0.90371554135,4450,8652,0.485668053629,242,1555,0.844372990354,1.0628041425778814,72129,69738,136783
51,2798,24419,0.885417093247,3852,16639,0.768495702867,4381,1849,1.36938885884,1893,1304,0.451687116564,32466,7880,3.12005076142,996,10041,0.900806692561,4488,8607,0.478563959568,249,1569,0.841300191205,1.0593433644963213,72308,69917,137031
52,2879,24433,0.882167560267,3913,16668,0.765238780898,4435,1886,1.35153764581,1912,1329,0.438675696012,32662,7954,3.10636157908,1039,10069,0.896811997219,4532,8561,0.470622590819,254,1582,0.839443742099,1.0559311277282635,72482,70091,137279
53,2962,24447,0.878839939461,3966,16698,0.762486525332,4477,1922,1.32934443288,1931,1355,0.425092250923,32821,8029,3.08780670071,1069,10097,0.894126968406,4563,8516,0.46418506341,265,1596,0.833959899749,1.0521882741535922,72660,70269,137527
54,3034,24461,0.875965823147,4016,16728,0.759923481588,4535,1958,1.31613891726,1942,1380,0.407246376812,32959,8103,3.06750586203,1092,10126,0.892158799131,4607,8471,0.456144492976,271,1610,0.831677018634,1.0485192965113885,72837,70446,137775
55,3120,24475,0.872522982635,4062,16757,0.75759384138,4617,1994,1.31544633902,1951,1406,0.387624466572,33129,8177,3.05148587502,1127,10154,0.889009257435,4650,8426,0.448136719677,278,1623,0.828712261245,1.045280227907741,73012,70621,138023
56,3194,24489,0.869574094491,4100,16787,0.755763388336,4684,2031,1.3062530773,1967,1431,0.374563242488,33258,8252,3.03029568589,1156,10182,0.886466313102,4679,8381,0.441713399356,285,1637,0.825901038485,1.0419046317802978,73190,70799,138271
57,3271,24503,0.866506142105,4145,16817,0.753523220551,4745,2067,1.29559748428,1977,1457,0.356897735072,33424,8326,3.01441268316,1182,10211,0.884242483596,4709,8336,0.435100767754,288,1651,0.825560266505,1.038858903064006,73368,70977,138519
58,3359,24517,0.862993025248,4176,16846,0.752107325181,4818,2103,1.2910128388,1994,1483,0.344571813891,33567,8401,2.99559576241,1208,10239,0.882019728489,4748,8291,0.427330840671,296,1664,0.822115384615,1.035597737408898,73544,71153,138767
59,3412,24531,0.86091068444,4217,16876,0.750118511496,4871,2139,1.27723235157,2006,1508,0.33023872679,33696,8475,2.97592920354,1233,10267,0.879906496542,4779,8246,0.420446276983,300,1678,0.821215733015,1.0323928377645144,73720,71329,139015
60,3493,24545,0.857689957221,4253,16906,0.748432509168,4926,2176,1.26378676471,2020,1534,0.316818774446,33866,8550,2.96093567251,1257,10295,0.877901894123,4809,8200,0.413536585366,312,1692,0.815602836879,1.0293377357979918,73898,71507,139263
61,3551,24559,0.855409422208,4286,16935,0.746914673753,4982,2212,1.25226039783,2040,1559,0.308531109686,34003,8624,2.94283395176,1275,10324,0.876501356064,4847,8155,0.40564071122,321,1706,0.81184056272,1.0263925263925264,74074,71683,139511
62,3603,24573,0.853375656208,4337,16965,0.744356027115,5038,2248,1.24110320285,2049,1585,0.292744479495,34129,8698,2.92377558059,1304,10352,0.874034003091,4866,8110,0.4,331,1719,0.807446189645,1.023070707070707,74250,71859,139759
63,3674,24587,0.850571440192,4379,16995,0.742335981171,5108,2285,1.23544857768,2063,1610,0.281366459627,34251,8773,2.9041376952,1327,10380,0.872157996146,4891,8065,0.393552386857,337,1733,0.805539526832,1.0198581179126136,74428,72037,140007
64,3754,24601,0.84740457705,4425,17024,0.740072838346,5161,2321,1.22361051271,2080,1636,0.271393643032,34337,8847,2.88120266757,1346,10409,0.870688826977,4923,8020,0.386159600998,341,1747,0.804808242702,1.0158300382011929,74605,72214,140255
65,3809,24615,0.84525695714,4467,17054,0.738067315586,5224,2357,1.21637675011,2098,1662,0.262334536703,34461,8922,2.86247478144,1377,10437,0.868065536074,4955,7975,0.37868338558,354,1760,0.798863636364,1.0125564975528871,74782,72391,140503
66,3876,24629,0.842624548297,4506,17084,0.736244439241,5264,2393,1.1997492687,2114,1687,0.253112033195,34603,8996,2.8464873277,1394,10465,0.86679407549,4988,7930,0.370996216898,360,1774,0.797068771139,1.0094052669494917,74958,72567,140751
67,3951,24643,0.839670494664,4550,17114,0.734135795255,5319,2430,1.18888888889,2128,1713,0.242265032107,34718,9071,2.82736192261,1417,10494,0.86497045931,5017,7884,0.36364789447,362,1788,0.797539149888,1.0058559697619016,75137,72746,140999
68,4011,24657,0.83732814211,4590,17143,0.732252231231,5381,2466,1.18207623682,2142,1738,0.232451093211,34841,9085,2.83500275179,1441,10557,0.863502889078,5050,7839,0.355785176681,365,1801,0.797334813992,1.0043700023908828,75286,72895,141159
69,4070,24671,0.835028981395,4619,17173,0.731031270017,5433,2502,1.17146282974,2159,1764,0.223922902494,34957,9099,2.84185075283,1470,10620,0.861581920904,5087,7794,0.34731845009,369,1815,0.796694214876,1.0027042074286168,75438,73047,141319
70,4126,24685,0.832853959895,4655,17203,0.729407661454,5477,2538,1.15799842396,2172,1789,0.21408608161,35091,9114,2.85023041475,1498,10683,0.859777216138,5113,7749,0.340172925539,373,1829,0.796063422635,1.001230321471094,75590,73199,141479
71,4197,24699,0.830074092069,4698,17232,0.727367688022,5525,2575,1.14563106796,2178,1815,0.2,35190,9128,2.85517090272,1522,10747,0.858379082535,5137,7704,0.333203530633,379,1843,0.794357026587,0.9989966069471766,75743,73352,141624
72,4256,24713,0.827782948246,4723,17262,0.726393233693,5582,2611,1.13787820758,2188,1841,0.188484519283,35299,9142,2.86119011157,1550,10810,0.856614246068,5189,7659,0.322496409453,385,1856,0.792564655172,0.9970748675784648,75894,73503,141769
73,4331,24727,0.824847332875,4766,17292,0.724381216748,5630,2647,1.12693615414,2206,1866,0.182207931404,35402,9157,2.8661133559,1566,10873,0.85597351237,5211,7614,0.315602836879,388,1870,0.792513368984,0.995213423454225,76046,73655,141914
74,4382,24741,0.822885089528,4806,17321,0.722533341031,5687,2684,1.11885245902,2218,1892,0.172304439746,35498,9171,2.87067931523,1589,10937,0.854713358325,5241,7569,0.307570352755,393,1884,0.791401273885,0.9934119870339506,76199,73808,142059
75,4433,24755,0.820925065643,4836,17351,0.721284075846,5729,2720,1.10625,2226,1917,0.161189358372,35623,9186,2.87796647072,1615,11000,0.853181818182,5265,7523,0.300146218264,397,1897,0.790722192936,0.9919579824228215,76349,73958,142204
76,4483,24769,0.819007630506,4861,17381,0.720326793625,5760,2756,1.08998548621,2233,1943,0.149253731343,35736,9200,2.88434782609,1639,11063,0.851848504022,5298,7478,0.291521797272,403,1911,0.789115646259,0.990156991411877,76501,74110,142349
77,4549,24783,0.816446757858,4885,17410,0.71941412981,5814,2792,1.0823782235,2250,1968,0.143292682927,35852,9214,2.89103538094,1660,11127,0.850813336928,5336,7433,0.282120274452,404,1925,0.79012987013,0.9887021865052444,76652,74261,142494
78,4610,24797,0.814090414163,4930,17440,0.717316513761,5863,2829,1.07246376812,2257,1994,0.131895687061,35952,9229,2.89554664644,1686,11190,0.849329758713,5362,7388,0.274228478614,408,1938,0.789473684211,0.9866154547229998,76805,74414,142639
79,4674,24811,0.811615815566,4974,17470,0.715283342873,5901,2865,1.05968586387,2262,2020,0.119801980198,36034,9243,2.89851779725,1712,11253,0.847862792144,5388,7343,0.266239956421,413,1952,0.788422131148,0.984146991176891,76957,74566,142784
80,4733,24825,0.809345417925,5005,17499,0.713983656209,5945,2901,1.04929334712,2273,2045,0.111491442543,36137,9258,2.90332685245,1734,11317,0.846779181762,5409,7298,0.258838037819,417,1966,0.787894201424,0.9824793474172924,77109,74718,142929
81,4787,24839,0.807278875961,5031,17529,0.712989902447,5987,2937,1.03847463398,2286,2071,0.103814582327,36232,9273,2.90725762968,1766,11300,0.843716814159,5433,7253,0.250930649386,419,1980,0.788383838384,0.9806561115285948,77182,74791,143329
82,4844,24853,0.80509395244,5048,17559,0.712512102056,6015,2974,1.02252858104,2297,2096,0.0958969465649,36309,9288,2.9092377261,1792,11283,0.841176991935,5456,7207,0.242958235049,424,1993,0.787255393879,0.9785251058211332,77253,74862,143729
83,4882,24867,0.803675553947,5085,17588,0.710882419832,6050,3010,1.00996677741,2299,2122,0.0834118755891,36401,9303,2.91282382027,1814,11266,0.838984555299,5477,7162,0.235269477799,428,2007,0.786746387643,0.9766440349175558,77325,74934,144129
84,4940,24881,0.801454925445,5107,17618,0.710126007492,6095,3046,1.00098489823,2309,2147,0.0754541220307,36484,9318,2.91543249624,1837,11249,0.836696595253,5497,7117,0.227623998876,431,2021,0.786739238001,0.9748569065984469,77397,75006,144529
85,4995,24895,0.799357300663,5136,17648,0.708975521306,6129,3083,0.987998702562,2313,2173,0.0644270593649,36569,9333,2.91824708025,1866,11232,0.833867521368,5533,7072,0.217618778281,434,2034,0.7866273353,0.9724925777720408,77470,75079,144929
86,5055,24909,0.797061303143,5159,17677,0.708151835719,6170,3119,0.97819814043,2322,2199,0.0559345156889,36635,9348,2.91902011125,1875,11215,0.832813196612,5558,7027,0.209050804042,437,2048,0.78662109375,0.9704805137860772,77542,75151,145329
87,5099,24923,0.795409862376,5179,17707,0.707516801265,6228,3155,0.974009508716,2326,2224,0.0458633093525,36692,9363,2.91882943501,1899,11198,0.83041614574,5574,6982,0.201661415067,442,2062,0.78564500485,0.968678331228902,77614,75223,145729
88,5165,24937,0.792878052693,5203,17737,0.7066583977,6264,3191,0.963020996553,2335,2250,0.0377777777778,36776,9378,2.92151844743,1921,11181,0.828190680619,5593,6937,0.193743693239,446,2075,0.785060240964,0.9666477872460932,77686,75295,146129
89,5203,24952,0.791479640911,5224,17767,0.705971745371,6311,3228,0.955080545229,2343,2275,0.0298901098901,36861,9393,2.92430533376,1940,11164,0.826227158724,5608,6891,0.186184878827,448,2089,0.785543322164,0.9652773312413997,77759,75368,146529
90,5236,24962,0.790241166573,5254,17798,0.704798291943,6339,3264,0.942095588235,2349,2301,0.0208604954368,36943,9408,2.92676445578,1955,11147,0.824616488741,5634,6846,0.17703768624,452,2103,0.78506894912,0.963432653638104,77829,75438,146896
91,5277,24973,0.78869178713,5276,17830,0.704094223219,6366,3300,0.929090909091,2357,2326,0.0133276010318,37012,9423,2.9278361456,1977,11130,0.822371967655,5650,6801,0.169239817674,451,2117,0.786962683042,0.961566110397946,77900,75509,147263
92,5318,24984,0.787143772014,5300,17861,0.703264094955,6402,3336,0.919064748201,2365,2352,0.00552721088435,37080,9438,2.92879847425,1996,11113,0.820390533609,5669,6756,0.16089402013,455,2130,0.786384976526,0.9596896242144415,77970,75579,147630
93,5378,24994,0.784828358806,5324,17893,0.702453473425,6446,3373,0.911058404981,2375,2378,0.00126156433978,37137,9453,2.92859409711,2021,11096,0.817862292718,5692,6711,0.151840262256,466,2144,0.782649253731,0.9573947361677045,78042,75651,147997
94,5419,25005,0.783283343331,5360,17924,0.700959607231,6474,3409,0.899090642417,2379,2403,0.00998751560549,37184,9468,2.92733417828,2047,11079,0.815236032133,5703,6666,0.144464446445,469,2158,0.782669138091,0.9555382015567391,78112,75721,148364
95,5482,25016,0.78086024944,5378,17956,0.700490086879,6513,3445,0.890566037736,2388,2429,0.0168793742281,37259,9484,2.92861661746,2068,11062,0.813053697342,5721,6621,0.135931128228,475,2171,0.781206817135,0.9539803540366315,78184,75793,148731
96,5524,25027,0.77927837935,5407,17987,0.699394006783,6545,3482,0.879666858128,2393,2454,0.0248573757131,37312,9499,2.92799242025,2090,11045,0.81077410593,5730,6576,0.128649635036,482,2185,0.779405034325,0.9523225353012587,78255,75864,149098
97,5558,25037,0.77800854735,5431,18019,0.698595926522,6581,3518,0.870665150654,2395,2480,0.0342741935484,37375,9514,2.92842127391,2113,11028,0.808396808125,5758,6530,0.118223583461,489,2199,0.777626193724,0.9508203000319183,78325,75934,149465
98,5605,25048,0.776229639093,5449,18050,0.69811634349,6624,3554,0.863815419246,2392,2505,0.0451097804391,37434,9529,2.92842900619,2123,11011,0.807192807193,5774,6485,0.109637625289,489,2212,0.778933092224,0.9497410516110927,78394,76003,149832
99,5653,25059,0.774412386767,5465,18082,0.697765733879,6655,3590,0.853760445682,2400,2531,0.0517581983406,37516,9544,2.9308466052,2141,10994,0.805257413134,5786,6440,0.101552795031,494,2226,0.778077268643,0.9485637091224225,78466,76075,150199
100,5697,25070,0.772756282409,5492,18114,0.696809097935,6691,3627,0.844775296388,2405,2557,0.0594446617129,37576,9559,2.93095512083,2162,10977,0.803042725699,5813,6395,0.0910086004691,497,2240,0.778125,0.9468926265931575,78539,76148,150566
101,5732,25080,0.771451355662,5501,18145,0.696831082943,6720,3663,0.834561834562,2409,2582,0.06700232378,37623,9574,2.92970545227,2183,10960,0.800821167883,5836,6350,0.0809448818898,503,2254,0.776841171251,0.945361795237126,78608,76217,150933
102,5767,25091,0.770156629867,5530,18177,0.695769378885,6757,3699,0.8267099216,2410,2608,0.0759202453988,37678,9589,2.92929398269,2209,10943,0.798135794572,5857,6305,0.0710547184774,506,2267,0.776797529775,0.9438223668323187,78679,76288,151300
103,5796,25102,0.769102063581,5544,18208,0.695518453427,6798,3735,0.820080321285,2419,2633,0.0812761109001,37729,9604,2.92846730529,2222,10926,0.796631887241,5866,6260,0.0629392971246,510,2281,0.776413853573,0.9427548286327445,78749,76358,151667
104,5840,25113,0.767451120933,5565,18240,0.694901315789,6829,3772,0.810445387063,2423,2659,0.088755171117,37791,9619,2.92878677617,2241,10909,0.794573288111,5885,6214,0.0529449629868,516,2295,0.775163398693,0.9412339351188135,78821,76430,152034
105,5881,25123,0.765911714365,5586,18271,0.694269607575,6859,3808,0.801207983193,2425,2684,0.0964977645306,37853,9634,2.92910525223,2260,10892,0.792508262945,5904,6169,0.0429567190793,519,2308,0.775129982669,0.9398268453143024,78889,76498,152401
106,5903,25134,0.765138855733,5593,18303,0.694421679506,6891,3844,0.792663891779,2429,2710,0.1036900369,37919,9649,2.92983728884,2276,10875,0.790712643678,5921,6124,0.0331482691052,526,2322,0.773471145564,0.9389065488025734,78961,76570,152768
107,5939,25145,0.763809902565,5623,18334,0.693302061743,6911,3881,0.780726616851,2439,2736,0.108552631579,37985,9664,2.93056705298,2288,10858,0.7892797937,5948,6079,0.0215495969732,530,2336,0.773116438356,0.9372287525464047,79033,76642,153135
108,5985,25156,0.762084592145,5646,18366,0.692584122836,6937,11602,0.402085847268,2443,2736,0.107090643275,38786,9679,3.00723215208,2313,10841,0.786643298589,5968,6034,0.0109380178986,529,2349,0.774797786292,0.8802139160702143,86763,84372,160856
109,6026,25166,0.760549948343,5697,18397,0.6903299451,6981,11712,0.403944672131,2460,2842,0.134412385644,39156,9694,3.03919950485,2322,10824,0.785476718404,5994,5989,0.000834863917182,534,2363,0.774016081253,0.8823272443008725,86987,84596,162015
110,6070,25177,0.758906938873,5745,18429,0.68826306365,7039,11823,0.404635033409,2481,2948,0.158412483039,39544,9710,3.07250257467,2337,10807,0.783751272323,6057,5944,0.0190107671602,538,2377,0.773664282709,0.886292495556957,87215,84824,163174
111,6101,25188,0.757781483246,5816,18461,0.684957477926,7099,11933,0.405095114389,2514,3055,0.177086743044,39817,9725,3.09429305913,2354,10790,0.781835032437,6102,5899,0.0344126123072,539,2391,0.774571309076,0.8884746460510967,87442,85051,164333
112,6148,25199,0.756022064368,5875,18492,0.682295046507,7161,12044,0.405430089671,2531,3161,0.199304017716,40103,9740,3.11735112936,2366,10773,0.780376868096,6153,6354,0.0316336166195,541,2404,0.774958402662,0.8848548776753207,88167,85776,164788
113,6202,25209,0.753976754334,5933,18524,0.67971280501,7216,12155,0.406334841629,2555,3268,0.21817625459,40370,9755,3.13839056894,2386,10756,0.77817032354,6197,6809,0.0898810398003,544,2418,0.775020678246,0.8855603302810089,88894,86503,165243
114,6242,25220,0.752498017446,5994,18555,0.676960388036,7290,12265,0.40562576437,2579,3374,0.23562537048,40614,9770,3.15701125896,2406,10739,0.775956792997,6265,7265,0.13764624914,547,2432,0.775082236842,0.885639366212899,89620,87229,165698
